,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
10,שברולט,אבאו_סדאן,,2010,4,5,--,2,--,--,--,2005,קדמית,אוטומטית,4,בנזין,4,1399,94,6400,13.3,4200,12.3,170,--,--,15.6,--,--,--,--,--,8,8,ABS + EBD,4,אין,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,431.8,170.2,149.9,248.9,350,--,1036,--,--,185/60R14,45,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,שליטה מההגה על מערכת השמע
11,שברולט,אבאו_סדאן,,2004,4,5,--,2,--,--,--,2005,קדמית,אוטומטית,4,בנזין,4,1399,94,6400,13.3,4200,12.3,170,--,--,15.6,--,--,--,--,--,--,--,ABS + EBD,4,אין,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,431.8,170.2,149.9,248.9,350,--,1036,--,--,185/60R14,45,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,שליטה מההגה על מערכת השמע
12,שברולט,אבאו_סדאן,,2005,4,5,--,2,--,--,--,2005,קדמית,אוטומטית,4,בנזין,4,1399,94,6400,13.3,4200,12.3,170,--,--,15.6,--,--,--,--,--,--,--,ABS + EBD,4,אין,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,431.8,170.2,149.9,248.9,350,--,1036,--,--,185/60R14,45,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,שליטה מההגה על מערכת השמע
13,שברולט,אבאו_סדאן,,2009,4,5,--,2,--,--,--,2005,קדמית,אוטומטית,4,בנזין,4,1399,94,6400,13.3,4200,12.3,170,--,--,15.6,--,--,--,--,--,8,8,ABS + EBD,4,אין,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,431.8,170.2,149.9,248.9,350,--,1036,--,--,185/60R14,45,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,שליטה מההגה על מערכת השמע
14,שברולט,קאמרו_קבריולה,,2020,2,4,--,7,--,--,--,2015,אחורית,אוטומטית - טיפטרוניק,10,בנזין,6,3564,335,6800,39.1,5300,5.1,250,8.0,11.7,10.1,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,התרעה בלבד,יש,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת ""Teen Driver"" המדווחת על מאפייני הנהיגה לבעל הרכב",478.3,189.7,134.4,281.2,207,--,1703,0.0,0.0,245/50R18,70,מקורית + שליטה מההגה,יש,אין,יש,8,אין,USB + AUX,Android Auto + Apple CarPlay,יש,אין,2,בקרת אקלים מפוצלת,אין,יש,יש,עור,יש  + זכרון,מלפנים + אוורור,אין,רגילים,אין,אין,יש,אחוריים,אחורית,אין,יש,אין,יש,כניסה + הנעה,אין,מראות צד + פנים,יש,יש,יש,יש,אין,יש,יש,אין,רגילים,אין,"ערכה לתיקון תקר, הנעה מרחוק, מערכת שמע מבית Bose עם 7 רמקולים, מושבי ספורט, ספויילר, גג בד נפתח חשמלית",חישוקי 20 אינץ'
15,שברולט,קאמרו_קבריולה,,2019,2,4,--,7,--,--,--,2015,אחורית,אוטומטית - טיפטרוניק,10,בנזין,6,3564,335,6800,39.1,5300,5.1,250,8.0,11.7,10.1,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,התרעה בלבד,יש,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת ""Teen Driver"" המדווחת על מאפייני הנהיגה לבעל הרכב",478.3,189.7,134.4,281.2,207,--,1703,0.0,0.0,245/50R18,70,מקורית + שליטה מההגה,יש,אין,יש,8,אין,USB + AUX,Android Auto + Apple CarPlay,יש,אין,2,בקרת אקלים מפוצלת,אין,יש,יש,עור,יש  + זכרון,מלפנים + אוורור,אין,רגילים,אין,אין,יש,אחוריים,אחורית,אין,יש,אין,יש,כניסה + הנעה,אין,מראות צד + פנים,יש,יש,יש,יש,אין,יש,יש,אין,רגילים,אין,"ערכה לתיקון תקר, הנעה מרחוק, מערכת שמע מבית Bose עם 7 רמקולים, מושבי ספורט, ספויילר, גג בד נפתח חשמלית",חישוקי 20 אינץ'
16,שברולט,קאמרו_קבריולה,,2017,2,4,--,7,--,--,--,2015,אחורית,אוטומטית - טיפטרוניק,8,בנזין,6,3564,335,6800,39.1,5300,5.1,250,8.1,11.8,10.1,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,התרעה בלבד,התרעה בלבד,יש,אין,אין,אין,אין,אין,אין,--,478.3,189.7,134.4,281.2,207,--,1703,0.0,0.0,245/50R18,70,מקורית + שליטה מההגה,יש,אין,יש,8,אין,USB + AUX,Android Auto + Apple CarPlay,יש,אין,2,בקרת אקלים מפוצלת,אין,יש,יש,עור,יש  + זכרון,מלפנים + אוורור,אין,רגילים,אין,אין,יש,אחוריים,אחורית,אין,יש,אין,יש,כניסה + הנעה,אין,מראות צד + פנים,יש,יש,יש,יש,אין,יש,יש,אין,רגילים,אין,"ערכה לתיקון תקר, הנעה מרחוק, מושבי ספורט, גג בד חשמלי, ספוילר אחורי",חישוקי 20 אינץ'
17,שברולט,קאמרו_קבריולה,,2018,2,4,--,7,--,--,--,2015,אחורית,אוטומטית - טיפטרוניק,8,בנזין,6,3564,335,6800,39.1,5300,5.1,250,8.1,11.8,10.1,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,התרעה בלבד,התרעה בלבד,יש,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",478.3,189.7,134.4,281.2,207,--,1703,0.0,0.0,245/50R18,70,מקורית + שליטה מההגה,יש,אין,יש,8,אין,USB + AUX,Android Auto + Apple CarPlay,יש,אין,2,בקרת אקלים מפוצלת,אין,יש,יש,עור,יש  + זכרון,מלפנים + אוורור,אין,רגילים,אין,אין,יש,אחוריים,אחורית,אין,יש,אין,יש,כניסה + הנעה,אין,מראות צד + פנים,יש,יש,יש,יש,אין,יש,יש,אין,רגילים,אין,"ערכה לתיקון תקר, הנעה מרחוק, מושבי ספורט, גג בד חשמלי, ספוילר אחורי, מערכת ""Teen Driver"" המדווחת על מאפייני הנהיגה לבעל הרכב",חישוקי 20 אינץ'
18,שברולט,אבאו_5,,2006,5,5,--,1,--,--,--,2004,קדמית,ידנית,5,בנזין,4,1399,94,6200,13.3,3400,11.1,176,11.2,18.5,14.9,--,--,--,--,--,--,--,ללא ABS,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
19,שברולט,אבאו_5,,2007,5,5,--,1,--,--,--,2004,קדמית,ידנית,5,בנזין,4,1399,94,6200,13.3,3400,11.1,176,11.2,18.5,14.9,--,--,--,--,--,--,--,ללא ABS,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
20,שברולט,אבאו_5,,2006,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,94,6200,13.3,3400,11.9,170,10.4,17.8,14.3,--,--,--,--,--,--,--,ABS + EBD,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
21,שברולט,אבאו_5,,2008,5,5,--,1,--,--,--,2004,קדמית,ידנית,5,בנזין,4,1399,94,6200,13.3,3400,11.1,176,11.2,18.5,14.9,--,--,--,--,--,--,--,ללא ABS,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
22,שברולט,אבאו_5,,2004,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,94,6200,13.3,3400,11.9,170,10.4,17.8,14.3,--,--,--,--,--,--,--,ABS + EBD,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
23,שברולט,אבאו_5,,2005,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,94,6200,13.3,3400,11.9,170,10.4,17.8,14.3,--,--,--,--,--,--,--,ABS + EBD,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
24,שברולט,אבאו_5,,2007,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,94,6200,13.3,3400,11.9,170,10.4,17.8,14.3,--,--,--,--,--,--,--,ABS + EBD,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
25,שברולט,אבאו_5,,2009,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,101,6400,13.2,4200,12.3,170,11.6,16.4,15.6,--,--,--,--,--,4,4,ABS + EBD,4,אין,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,מקורית עם אופציה לשליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל + אופציה לבקרת אקלים,אופציונלי,אופציונלי,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אופציונלי,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
26,שברולט,אבאו_5,,2008,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,94,6200,13.3,3400,11.9,170,10.4,17.8,14.3,--,--,--,--,--,--,--,ABS + EBD,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
27,שברולט,אבאו_5,,2010,5,5,--,1,--,--,--,2004,קדמית,אוטומטית,4,בנזין,4,1399,101,6400,13.2,4200,12.3,170,11.6,16.4,15.6,--,--,--,--,--,4,4,ABS + EBD,4,אין,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,מקורית עם אופציה לשליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל + אופציה לבקרת אקלים,אופציונלי,אופציונלי,ללא,בד,אין,אין,--,רגילים,יש,אין,אין,אין,אין,אין,אופציונלי,--,--,אין,אין,מראות פנים,אין,--,--,--,--,--,--,--,--,--,--,--
28,שברולט,אבאו_5,,2004,5,5,--,1,--,--,--,2004,קדמית,ידנית,5,בנזין,4,1399,94,6200,13.3,3400,11.1,176,11.2,18.5,14.9,--,--,--,--,--,--,--,ללא ABS,2,אין,אין,אין,אין,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,392.0,168.0,150.5,248.0,220,980,1138,--,--,185/60R14,45,לא מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,אין,אין,ללא,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
