make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,בררה,,2007,3,4,--,7,--,--,--,2005,קדמית,אוטומטית - רובוטית מצמד יחיד,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1445,0,0,235/45R18,70,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,בררה,,2011,3,4,--,7,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,14,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1445,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,בררה,,2008,3,4,--,7,--,--,--,2005,כפולה (4X4),ידנית,6,בנזין,6,3195,260,6200,32.8,4500,6.8,240,--,--,8.6,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1630,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,עור,יש  - כוונון מלא,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,4X4,0,1
אלפא_רומיאו,בררה,,2010,3,4,--,7,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,14,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1445,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,בד,יש  + זכרון,אין,--,קסנון,יש,אין,אין,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"מסך מרכזי עם טלפון - 25,000  שקל. דיב",,,
אלפא_רומיאו,בררה,,2006,3,4,--,7,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1445,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,בררה,,2006,3,4,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3195,260,6200,32.8,4500,7,235,--,--,8.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1625,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"מושבי עור, מערכת",,,
אלפא_רומיאו,בררה,,2010,3,4,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3195,260,6200,32.8,4500,7,235,--,--,8.6,--,--,--,--,--,15,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1625,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"מושבי עור, מערכת",,,
אלפא_רומיאו,בררה,,2011,3,4,--,7,--,--,--,2005,כפולה (4X4),ידנית,6,בנזין,6,3195,260,6200,32.8,4500,6.8,240,--,--,8.6,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1630,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,עור,יש  - כוונון מלא,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,4X4,0,1
אלפא_רומיאו,בררה,,2007,3,4,--,7,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1445,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,בררה,,2007,3,4,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3195,260,6200,32.8,4500,7,235,--,--,8.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1625,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"מושבי עור, מערכת",,,
אלפא_רומיאו,בררה,,2011,3,4,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3195,260,6200,32.8,4500,7,235,--,--,8.6,--,--,--,--,--,15,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1625,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"מושבי עור, מערכת",,,
אלפא_רומיאו,בררה,,2006,3,4,--,7,--,--,--,2005,קדמית,אוטומטית - רובוטית מצמד יחיד,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1445,0,0,235/45R18,70,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,בררה,,2008,3,4,--,7,--,--,--,2005,קדמית,אוטומטית - רובוטית מצמד יחיד,6,בנזין,4,2198,185,6500,23.4,4500,8.6,222,--,--,10.6,--,--,--,--,--,--,אין ציון,ABS + EBD,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252,300,610,1445,0,0,235/45R18,70,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,בררה,,2009,3,4,--,7,--,--,--,2005,כפולה (4X4),ידנית,6,בנזין,6,3195,260,6200,32.8,4500,6.8,240,--,--,8.6,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,441,183,134,252.5,300,610,1630,0,0,235/45R18,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,2,בקרת אקלים מפוצלת,1,1,ללא,עור,יש  - כוונון מלא,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,4X4,0,1
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2008,5,5,--,6,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,--,--,ABS + EBD + BAS,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,0,אופציונלי,בד,אין,אין,--,רגילים,אופציונלי,יש,אופציונלי,אין,אין,אין,אופציונלי,--,--,אין,אופציונלי,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,,,,
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2009,5,5,--,6,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,14,14,ABS + EBD + BAS,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,0,אופציונלי,בד,אין,אין,--,רגילים,אופציונלי,יש,אופציונלי,אין,אין,אין,אופציונלי,--,--,אין,אופציונלי,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,,,,
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2011,5,5,--,6,--,--,--,2005,קדמית,אוטומטית - רובוטית מצמד יחיד,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,14,14,ABS + EBD + BAS,9,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2010,5,5,--,6,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,14,14,ABS + EBD + BAS,9,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים מפוצלת,0,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"ריפודי עור - 9,900 שקל",,,
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2010,5,5,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3159,260,6200,32.8,4500,7.2,237,--,--,8.1,--,--,--,--,--,15,15,ABS + EBD,9,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1740,0,0,225/50R17,70,ללא,אין,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים מפוצלת,0,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,290,4X4,1,1
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2009,5,5,--,6,--,--,--,2005,קדמית,אוטומטית - רובוטית מצמד יחיד,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,14,14,ABS + EBD + BAS,8,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,0,אופציונלי,בד,אין,אין,--,רגילים,אופציונלי,יש,אופציונלי,אין,אין,אין,אופציונלי,--,--,אין,אופציונלי,אופציונלי,אין,--,--,-,,,,,,,,,,,
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2008,5,5,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3159,260,6200,32.8,4500,7.2,237,--,--,8.1,--,--,--,--,--,--,--,ABS + EBD,2 או 4,יש,יש,אין,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1740,0,0,225/50R17,70,ללא,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,0,אופציונלי,בד,אין,אין,--,רגילים,אופציונלי,יש,אופציונלי,אין,אין,אין,אופציונלי,--,--,אין,אופציונלי,אופציונלי,אין,--,--,--,--,--,--,--,--,-,,,,,
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2010,5,5,--,6,--,--,--,2005,קדמית,אוטומטית - רובוטית מצמד יחיד,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,14,14,ABS + EBD + BAS,9,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים מפוצלת,0,1,ללא,בד,יש  + זכרון,אין,--,רגילים,יש,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,,,,
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2011,5,5,--,6,--,--,--,2005,קדמית,ידנית,6,בנזין,4,2198,185,6500,23.4,4500,9,220,--,--,10.6,--,--,--,--,--,14,14,ABS + EBD + BAS,9,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1490,0,0,225/50R17,70,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,0,1
אלפא_רומיאו,159_סטיישן,SPORTWAGON,2011,5,5,--,7,--,--,--,2005,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,6,3159,260,6200,32.8,4500,7.2,237,--,--,8.1,--,--,--,--,--,15,15,ABS + EBD,9,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,466,183,142,270,445,--,1740,0,0,225/50R17,70,ללא,אין,אין,אין,--,אין,אין,--,--,אין,אין,אופציונלי,0,1,אופציונלי,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,--,4X4,1,1
אלפא_רומיאו,ג'וליה,SUPER,2022,4,5,"249,900",6,6198,שלוש שנים,--,2016,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1995,200,4500,33.6,1750,6.6,235,--,--,13.7,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,1,היגוי אקטיבי,היגוי אקטיבי,יש,אין,יש,יש,אין,אין,אין,--,464.3,186,143.8,282,480,--,1520,745,1600,235/65R17,58,מקורית + שליטה מההגה,יש,אין,יש,8.8,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,אין,אין,אין,קסנ,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'וליה,ESTREMA,2022,4,5,"349,900",7,8678,שלוש שנים,--,2016,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1995,280,5250,40.8,2250,6.6,235,--,--,12.3,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,1,היגוי אקטיבי,היגוי אקטיבי,יש,אין,יש,יש,אין,אין,אין,--,464.3,186,143.8,282,480,--,1620,745,1600,"ק' 225/40R19 , א' 255/35R19",58,מקורית + שליטה מההגה,יש,אין,יש,8.8,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנורא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'וליה,SPRINT,2022,4,5,"269,900",6,6694,שלוש שנים,--,2016,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1995,200,4500,33.6,1750,6.6,235,--,--,14,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,1,היגוי אקטיבי,היגוי אקטיבי,יש,אין,יש,יש,אין,אין,אין,--,464.3,186,143.8,282,480,--,1520,745,1600,"ק' 225/45R18 , א' 255/40R18",58,מקורית + שליטה מההגה,יש,אין,יש,8.8,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'וליה,VELOCE,2022,4,5,"319,900",7,7934,שלוש שנים,--,2016,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1995,280,5250,40.8,2250,6.6,235,--,--,12.3,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,1,היגוי אקטיבי,היגוי אקטיבי,יש,אין,יש,יש,אין,אין,אין,--,464.3,186,143.8,282,480,--,1620,745,1600,"ק' 225/40R19 , א' 255/35R19",58,מקורית + שליטה מההגה,יש,אין,יש,8.8,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
