index,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ
10,לקסוס,IS250,,2011.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,0,0,11.8,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5,180.0,142.5,273.0,398.0,0,1530.0,0,0,"ק' - 225/40R18, א' - 255/45R18",65.0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,רגילים,0,1,0,אחוריים,0,0,1,0,0,כניסה + הנעה,1,מראות פנים,0,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
11,לקסוס,IS250,PLUS,2010.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,0,0,11.8,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים מפוצלת,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,רגילים,1,1,0,אחוריים + קדמיים,0,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
12,לקסוס,IS250,PREMIUM,2008.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.4,225.0,0,0,11.2,0,0,0,0,0,0,0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,0,אחוריים,0,0,1,0,0,0,1,אופציונלי,0,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
13,לקסוס,IS250,PLUS,2011.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,0,0,11.8,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5,180.0,142.5,273.0,398.0,0,1530.0,0,0,"ק' - 225/45R17, א' - 245/45R17",65.0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,רגילים,1,1,0,אחוריים + קדמיים,0,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
14,לקסוס,IS250,PREMIUM,2009.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.4,225.0,0,0,11.2,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,0,אחוריים,0,0,1,0,0,0,1,אופציונלי,0,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
15,לקסוס,IS250,LUXURY,2008.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.4,225.0,0,0,11.2,0,0,0,0,0,0,0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,אופציונלי,0,רגילים,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2X4,1,1,חיישני חניה + חימום מושבים-
16,לקסוס,IS250,,2012.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,8.4,15.3,11.9,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5,180.0,142.5,273.0,398.0,0,1530.0,0,0,"ק' - 225/40R18, א' - 255/45R18",65.0,מקורית + שליטה מההגה,1,1,0,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
17,לקסוס,IS250,LUXURY,2007.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.4,225.0,0,0,11.2,0,0,0,0,0,0,0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,אופציונלי,0,רגילים,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2X4,1,1, חיישני חניה + חימום מושבים
18,לקסוס,IS250,EXECUTIVE,2011.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,0,0,11.8,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5,180.0,142.5,273.0,398.0,0,1530.0,0,0,205/55R16,65.0,מקורית + שליטה מההגה,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,ללא,עור,יש  - כוונון מלא,0,0,רגילים,1,0,0,אחוריים,0,0,1,0,0,כניסה + הנעה,1,0,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
19,לקסוס,IS250,,2013.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,8.4,15.3,11.9,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5,180.0,142.5,273.0,398.0,0,1530.0,0,0,"ק' - 225/40R18, א' - 255/45R18",65.0,מקורית + שליטה מההגה,1,1,0,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
20,לקסוס,IS250,PLUS,2013.0,4.0,5.0,0,6.0,0,0,0,2004.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2499.0,208.0,6400.0,25.7,4800.0,8.5,225.0,8.4,15.3,11.9,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5,180.0,142.5,273.0,398.0,0,1530.0,0,0,"ק' - 225/45R17, א' - 245/45R17",65.0,מקורית + שליטה מההגה,1,1,0,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,רגילים,1,1,1,אחוריים + קדמיים,0,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
21,לקסוס,RC,LUXURY,2017.0,3.0,5.0,0,7.0,8060.0,0,0,2014.0,אחורית,אוטומטית - טיפטרוניק,8.0,טורבו בנזין,4.0,1998.0,245.0,5800.0,35.7,1650.0,7.5,230.0,10.5,17.2,13.8,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469.5,184.0,139.5,273.0,374.0,0,1675.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,2.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד,יש  - כוונון מלא,מלפנים,0,LED,0,0,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
22,לקסוס,RC,,2017.0,3.0,5.0,0,7.0,9176.0,0,0,2014.0,אחורית,אוטומטית - טיפטרוניק,8.0,טורבו בנזין,4.0,1998.0,245.0,5800.0,35.7,1650.0,7.5,230.0,10.5,17.2,13.8,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469.5,184.0,139.5,273.0,374.0,0,1675.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,2.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,0,LED,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
23,לקסוס,RC,LUXURY,2016.0,3.0,5.0,0,7.0,0,0,0,2014.0,אחורית,אוטומטית - טיפטרוניק,8.0,טורבו בנזין,4.0,1998.0,245.0,5800.0,35.7,1650.0,7.5,230.0,10.5,17.2,13.8,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469.5,184.0,139.5,273.0,374.0,0,1675.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,2.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד,יש  - כוונון מלא,מלפנים,0,LED,0,0,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
24,לקסוס,RC,,2016.0,3.0,5.0,0,7.0,0,0,0,2014.0,אחורית,אוטומטית - טיפטרוניק,8.0,טורבו בנזין,4.0,1998.0,245.0,5800.0,35.7,1650.0,7.5,230.0,10.5,17.2,13.8,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469.5,184.0,139.5,273.0,374.0,0,1675.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,2.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,0,LED,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
25,לקסוס,RC,LUXURY,2018.0,3.0,5.0,0,7.0,8060.0,0,0,2014.0,אחורית,אוטומטית - טיפטרוניק,8.0,טורבו בנזין,4.0,1998.0,245.0,5800.0,35.7,1650.0,7.5,230.0,10.5,17.2,13.8,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469.5,184.0,139.5,273.0,374.0,0,1675.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,2.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד,יש  - כוונון מלא,מלפנים,0,LED,0,0,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
26,לקסוס,RC,,2018.0,3.0,5.0,0,7.0,9176.0,0,0,2014.0,אחורית,אוטומטית - טיפטרוניק,8.0,טורבו בנזין,4.0,1998.0,245.0,5800.0,35.7,1650.0,7.5,230.0,10.5,17.2,13.8,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469.5,184.0,139.5,273.0,374.0,0,1675.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,2.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,0,LED,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,0
27,לקסוס,RX350,PREMIUM,2013.0,5.0,5.0,0,7.0,0,0,אחודה,2009.0,כפולה (4X4),אוטומטית - טיפטרוניק,6.0,בנזין,6.0,3456.0,277.0,6200.0,35.2,4700.0,8.0,200.0,6.9,11.7,9.3,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,496.0,1570.0,2050.0,0,0,235/55R19,72.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,מלפנים,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,4X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
