make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
מיצובישי,ASX,Instyle,2019,5,5,--,3,--,--,0,2010,קדמית,אוטומטית - רציפה,--,בנזין,4,1998,150,6000,20.1,4200,--,190,10.3,12.8,11.3,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,יש,יש,יש,יש,יש,יש,יש,אין,התרעה בלבד,אין,אין,אין,אין,יש,אין,אין,אין,--,436.5,181,164.5,267,393,1193,1425,740,1300,225/55R18,63,מקורית + שליטה מההגה,יש,אין,יש,7,יש,USB,אין,אין,אין,4,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,כניסה + הנעה,אין,מראות פנים,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,מסילות גג,--
מיצובישי,ASX,Premium,2019,5,5,--,3,--,--,0,2010,קדמית,אוטומטית - רציפה,--,בנזין,4,1998,150,6000,20.1,4200,--,190,10.3,12.8,11.3,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,יש,יש,יש,יש,יש,יש,יש,אין,התרעה בלבד,אין,אין,אין,אין,יש,אין,אין,אין,--,436.5,181,164.5,267,393,1193,1425,740,1300,225/55R18,63,מקורית + שליטה מההגה,יש,אין,יש,7,יש,USB,אין,אין,אין,4,בקרת אקלים,גג שמש פנוראמי,יש,יש,בד משולב עור,אין,מלפנים,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,כניסה + הנעה,אין,מראות פנים,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,מסילות גג,--
מיצובישי,ASX,Intense,2018,5,5,--,3,--,--,0,2010,קדמית,אוטומטית - רציפה,--,בנזין,4,1998,150,6000,20.1,4200,--,190,10.3,12.8,11.3,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,יש,יש,יש,יש,יש,יש,יש,אין,התרעה בלבד,אין,אין,אין,אין,יש,אין,אין,אין,--,436.5,181,164.5,267,393,1193,1425,740,1300,225/55R18,63,מקורית + שליטה מההגה,יש,אין,יש,7,יש,USB,אין,אין,אין,4,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,אין,מראות פנים,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,מסילות גג,--
מיצובישי,ASX,Intense,2020,5,5,--,3,3371,--,0,2010,קדמית,אוטומטית - רציפה,--,בנזין,4,1998,150,6000,19.9,4200,11.7,190,12.5,16.3,14.7,--,--,--,--,--,11,11,ABS + EBD + BAS,7,יש,יש,יש,יש,יש,יש,יש,יש,אין,התרעה בלבד,אין,אין,אין,אין,יש,אין,אין,אין,--,436.5,181,164,267,393,1193,1425,740,1300,225/55R18,63,מקורית + שליטה מההגה,יש,אין,יש,8,יש,USB,אין,אין,אין,4,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,LED,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,אין,מראות פנים,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,מסילות גג,--
מיצובישי,אאוטלנדר,Premium,2022,5,7,"210,900",5,5231,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.5,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.8,270.6,148,781,1670,0,539,255/45R20,55,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,יש,כולל שמירת מרחק,עור,יש - לנהג בלבד,מלפנים,אין,LED,יש,אין,יש,אחוריים,אחורית,אין,יש,יש,אין,כניסה + הנעה,יש,מראות פנים,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,אין,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, ריפוד עור סינטטי",--
מיצובישי,אאוטלנדר,Executive,2022,5,7,"196,900",5,4884,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.5,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.5,270.6,148,781,1650,0,539,235/60R18,55,מקורית + שליטה מההגה,יש,אין,יש,8,אין,USB,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,כולל שמירת מרחק,בד,אין,אין,אין,LED,יש,אין,יש,אחוריים,אחורית,אין,יש,אין,אין,הנעה בלבד,יש,אין,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,אין,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות",--
מיצובישי,אאוטלנדר,Luxury,2022,5,7,"245,900",6,6099,שלוש שנים,אחודה,2021,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.1,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.8,270.6,148,781,1745,0,539,255/45R20,55,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,יש,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים ומאחור,אין,LED,יש,אין,יש,אחוריים,היקפיות + מבט על,אין,יש,יש,יש,כניסה + הנעה,יש,מראות פנים,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למראות הצד, בורר מצבי נהיגה מורחב, מערכת שטיפת פנסים, צביעה דו-גונית, מושבי עור מהודרים",--
מיצובישי,אאוטלנדר,Luxury,2022,5,7,"235,899",6,5851,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.5,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.8,270.6,148,781,1690,0,539,255/45R20,55,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,יש,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים ומאחור,אין,LED,יש,אין,יש,אחוריים,היקפיות + מבט על,אין,יש,יש,יש,כניסה + הנעה,יש,מראות פנים,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למראות הצד, צביעה דו-גונית, מושבי עור מהודרים",--
מיצובישי,אאוטלנדר,Luxury,2022,5,7,"225,900",6,5603,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.5,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.8,270.6,148,781,1690,0,539,255/45R20,55,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,יש,כולל שמירת מרחק,עור,יש - לנהג בלבד,מלפנים,אין,LED,יש,אין,יש,אחוריים,היקפיות + מבט על,אין,יש,יש,יש,כניסה + הנעה,יש,מראות פנים,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למושב הנהג ולמראות הצד",--
מיצובישי,אאוטלנדר,Instyle,2022,5,7,"197,900",5,4908,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.5,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.8,270.6,148,781,1670,0,539,255/45R20,55,מקורית + שליטה מההגה,יש,אין,יש,8,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,יש,כולל שמירת מרחק,בד,אין,מלפנים,אין,LED,יש,אין,יש,אחוריים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,אין,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון",--
מיצובישי,אאוטלנדר,Luxury,2022,5,7,"235,900",6,5851,שלוש שנים,אחודה,2021,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,2488,181,6000,24.9,3600,--,--,--,--,11.1,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,11,יש,יש,יש,יש,יש,יש,יש,אין,יש,התרעה בלבד,התרעה בלבד,יש,יש,יש,יש,אין,אין,אין,מערכת עזר לייצוב נגרר,471,186.2,174.8,270.6,148,781,1745,0,539,255/45R20,55,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,יש,כולל שמירת מרחק,עור,יש - לנהג בלבד,מלפנים,אין,LED,יש,אין,יש,אחוריים,היקפיות + מבט על,אין,יש,יש,יש,כניסה + הנעה,יש,מראות פנים,יש,אין,יש,יש,אין,יש + Auto Hold,אין,יש,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למושב הנהג ולמראות הצד, בורר מצבי נהיגה מורחב, מערכת שטיפת פנסים",--
מיצובישי,אאוטלנדר,Instyle,2011,5,5,--,5,--,--,אחודה,2007,קדמית,אוטומטית - רציפה,6,בנזין,4,1998,147,6000,20.3,4200,12.2,185,10,15.6,13,--,--,--,--,--,9,9,ABS + EBD,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,466.5,180,172,267,--,--,1500,750,750,215/70R16,63,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4,בקרת אקלים,אין,יש,יש,בד משולב עור,אין,אין,אין,רגילים,יש,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,"מסילות גג, חלונות אחוריים כהים",--
מיצובישי,אאוטלנדר,Instyle,2012,5,5,--,5,--,--,אחודה,2007,קדמית,אוטומטית - רציפה,6,בנזין,4,1998,147,6000,20.3,4200,12.2,185,--,--,13,--,--,--,--,--,9,9,ABS + EBD,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,466.5,180,172,267,--,--,1500,750,750,215/70R16,63,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4,בקרת אקלים,אין,יש,יש,בד משולב עור,אין,אין,אין,רגילים,יש,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,"מסילות גג, חלונות אחוריים כהים",--
מיצובישי,אאוטלנדר,Sport,2012,5,7,--,6,--,--,אחודה,2007,כפולה (4X4),אוטומטית - רציפה,6,בנזין,4,2360,170,6000,23.7,4100,10.8,190,--,--,11.4,--,--,--,--,--,13,13,ABS + EBD,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,464,180,172,267,--,--,1625,750,1600,225/55R18,60,מקורית + שליטה מההגה,יש,יש,אין,--,אין,AUX,אין,אין,אין,4,בקרת אקלים,יש,יש,יש,עור,יש - לנהג בלבד,מלפנים,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,"מסילות גג, חלונות אחוריים כהים",--
מיצובישי,אאוטלנדר,Comfort,2011,5,5,--,5,--,--,אחודה,2007,כפולה (4X4),אוטומטית - רציפה,6,בנזין,4,2360,170,6000,23.7,4100,10.8,190,8.5,14.1,11.4,--,--,--,--,--,13,13,ABS + EBD,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,464,180,172,267,--,--,1570,750,1600,215/70R16,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4,בקרת אקלים,אין,יש,יש,בד משולב עור,אין,אין,אין,רגילים,יש,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,"מסילות גג, חלונות אחוריים כהים",--
מיצובישי,אאוטלנדר,Invite,2010,5,5,--,5,--,--,אחודה,2007,קדמית,אוטומטית - רציפה,6,בנזין,4,1998,147,6000,20.3,4200,12.2,185,10,15.6,13,--,--,--,--,--,9,9,ABS + EBD,6,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,466.5,180,168,267,--,--,1500,750,750,215/70R16,63,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4,בקרת אקלים,אין,יש,ללא,בד,אין,אין,אין,רגילים,יש,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,חלונות אחוריים כהים,--
