,index,tozeret_cd,tozar,kinuy_mishari,ramat_gimur,shnat_yitzur,degem_cd,kvuzat_agra_cd,nefah_manoa,mishkal_kolel,gova,hanaa_cd,hanaa_nm_x,automatic_ind,mispar_halonot_hashmal,halon_bagg_ind,galgaley_sagsoget_kala_ind,argaz_ind,merkav,sug_degem,delek_cd,delek_nm,mispar_dlatot,koah_sus,mispar_moshavim,bakarat_yatzivut_ind,kosher_grira_im_blamim,kosher_grira_bli_blamim,technologiat_hanaa_cd,technologiat_hanaa_nm,bakarat_stiya_menativ_ind,bakarat_stiya_menativ_makor_hatkana,nitur_merhak_milfanim_ind,nitur_merhak_milfanim_makor_hatkana,zihuy_beshetah_nistar_ind,bakarat_shyut_adaptivit_ind,zihuy_holchey_regel_ind,zihuy_holchey_regel_makor_hatkana,maarechet_ezer_labalam_ind,matzlemat_reverse_ind,hayshaney_lahatz_avir_batzmigim_ind,hayshaney_hagorot_ind,teura_automatit_benesiya_kadima_ind,shlita_automatit_beorot_gvohim_ind,shlita_automatit_beorot_gvohim_makor_hatkana,zihuy_matzav_hitkarvut_mesukenet_ind,zihuy_tamrurey_tnua_ind,zihuy_rechev_do_galgali,zihuy_tamrurey_tnua_makor_hatkana,bakarat_stiya_activ_s,blima_otomatit_nesia_leahor,bakarat_mehirut_isa,n_model,Unnamed: 0,make,model,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ,hanaa_nm_y
83,13411,143,ב מ וו,320I,LUXURY,2014,164,7,1997,1920,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,184,5,1,750,695,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,סדרה_3,633,ב.מ.וו,סדרה_3,2014,4,5,--,7,--,--,--,2012,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1997,184,5000,27.5,1250,7.6,235,12.1,20.4,16.3,--,--,--,--,--,4,4,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,462.4,181.1,142.9,281.0,480,--,1420,0,0,225/45R18,60,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,בד משולב עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
84,13175,143,ב מ וו,320I,BUSINESS,2012,27,6,1997,1950,,1.0,4X2,0,4,1,1,0,סדאן,P,1,בנזין,4,184,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,סדרה_3,660,ב.מ.וו,סדרה_3,2012,4,5,--,6,--,--,--,2012,אחורית,ידנית,6,בנזין,4,1997,184,5000,27.5,1250,7.3,235,11.9,20,15.8,--,--,--,--,--,3,3,ABS + EBD + BAS,6,יש,יש,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,462.4,181.1,142.9,281.0,480,--,1420,0,0,225/50R17,60,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים,1,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
85,13176,143,ב מ וו,320I,BUSINESS,2013,27,6,1997,1950,,1.0,4X2,0,4,1,1,0,סדאן,P,1,בנזין,4,184,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,סדרה_3,615,ב.מ.וו,סדרה_3,2013,4,5,--,6,--,--,--,2012,אחורית,ידנית,6,טורבו בנזין,4,1997,184,5000,27.5,1250,7.3,235,11.9,20,15.8,--,--,--,--,--,3,3,ABS + EBD + BAS,6,יש,יש,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,462.4,181.1,142.9,281.0,480,--,1420,0,0,225/50R17,60,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים,1,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
86,13185,143,ב מ וו,535I,LUXURY,2012,33,7,2979,2310,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,1850,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,סדרה_5,716,ב.מ.וו,סדרה_5,2012,4,5,--,7,--,--,--,2009,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,2979,306,5800,40.8,1200,5.9,250,9.4,16.3,12.8,--,--,--,--,--,9,9,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,489.9,186.0,146.4,296.8,520,--,1775,0,0,245/45R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,"מערכת אזהרת סטיה מנתיב, יציאות מיזוג מאחור",2X4
87,13186,143,ב מ וו,535I,LUXURY,2013,33,7,2979,2310,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,1850,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,סדרה_5,740,ב.מ.וו,סדרה_5,2013,4,5,--,7,--,--,--,2009,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,2979,306,5800,40.8,1200,5.9,250,9.4,16.3,12.8,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,489.9,186.0,146.4,296.8,520,--,1775,0,0,245/45R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,"מערכת אזהרת סטיה מנתיב, יציאות מיזוג מאחור",2X4
88,13321,143,ב מ וו,535I,LUXURY,2013,115,7,2979,2300,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,1840,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_5,740,ב.מ.וו,סדרה_5,2013,4,5,--,7,--,--,--,2009,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,2979,306,5800,40.8,1200,5.9,250,9.4,16.3,12.8,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,489.9,186.0,146.4,296.8,520,--,1775,0,0,245/45R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,"מערכת אזהרת סטיה מנתיב, יציאות מיזוג מאחור",2X4
89,13428,143,ב מ וו,535I,LUXURY,2013,174,7,2979,2300,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,1840,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_5,740,ב.מ.וו,סדרה_5,2013,4,5,--,7,--,--,--,2009,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,2979,306,5800,40.8,1200,5.9,250,9.4,16.3,12.8,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,489.9,186.0,146.4,296.8,520,--,1775,0,0,245/45R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,"מערכת אזהרת סטיה מנתיב, יציאות מיזוג מאחור",2X4
90,13189,143,ב מ וו,X1 SDRIVE 20D,BUSINESS,2012,35,6,1995,2060,,1.0,4X2,1,4,0,1,0,פנאי-שטח,P,2,דיזל,5,177,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,X1,1136,ב.מ.וו,X1,2012,5,5,--,7,--,--,אחודה,2009,אחורית,אוטומטית - טיפטרוניק,6,טורבו דיזל,4,1995,177,4000,35.7,1750,8.3,218,12.9,18.5,16.9,--,--,--,--,--,11,11,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,445.4,179.8,154.5,276.0,420,1350,1575,0,0,225/45R18,63,מקורית + שליטה מההגה,אין,אין,אין,--,יש,AUX,--,--,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,אין,יש,אחוריים,אחורית,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4
91,13190,143,ב מ וו,X1 SDRIVE 20D,BUSINESS,2012,36,6,1995,2060,,1.0,4X2,1,4,1,1,0,פנאי-שטח,P,2,דיזל,5,177,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,X1,1136,ב.מ.וו,X1,2012,5,5,--,7,--,--,אחודה,2009,אחורית,אוטומטית - טיפטרוניק,6,טורבו דיזל,4,1995,177,4000,35.7,1750,8.3,218,12.9,18.5,16.9,--,--,--,--,--,11,11,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,445.4,179.8,154.5,276.0,420,1350,1575,0,0,225/45R18,63,מקורית + שליטה מההגה,אין,אין,אין,--,יש,AUX,--,--,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,אין,יש,אחוריים,אחורית,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4
92,13191,143,ב מ וו,X1 SDRIVE 20D,LUXURY,2012,37,6,1995,2060,,1.0,4X2,1,4,1,1,0,פנאי-שטח,P,2,דיזל,5,177,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,X1,1142,ב.מ.וו,X1,2012,5,5,--,7,--,--,אחודה,2009,אחורית,אוטומטית - טיפטרוניק,6,טורבו דיזל,4,1995,177,4000,35.7,1750,8.3,218,12.9,18.5,16.9,--,--,--,--,--,11,11,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,445.4,179.8,154.5,276.0,420,1350,1575,0,0,225/45R18,63,מקורית + שליטה מההגה,אין,אין,אין,--,יש,AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,אין,--,רגילים,יש,אין,יש,אחוריים,אחורית,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4
93,13192,143,ב מ וו,X1 SDRIVE 20D,LUXURY,2013,37,6,1995,2060,,1.0,4X2,1,4,1,1,0,פנאי-שטח,P,2,דיזל,5,177,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,X1,1144,ב.מ.וו,X1,2013,5,5,--,7,--,--,אחודה,2009,אחורית,אוטומטית - טיפטרוניק,6,טורבו דיזל,4,1995,177,4000,35.7,1750,8.3,218,12.9,18.5,16.9,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,445.4,179.8,154.5,276.0,420,1350,1575,0,0,225/45R18,63,מקורית + שליטה מההגה,אין,אין,אין,--,יש,AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,אין,--,רגילים,יש,אין,יש,אחוריים,אחורית,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4
94,13236,143,ב מ וו,X1 SDRIVE 20I,BUSINESS,2014,62,6,1997,2060,,1.0,4X2,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,184,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,X1,1137,ב.מ.וו,X1,2014,5,5,--,7,--,--,אחודה,2009,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1997,184,5000,27.5,1250,7.7,205,11.3,18.8,14.7,--,--,--,--,--,10,10,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,445.4,179.8,154.5,276.0,420,1350,1585,0,0,225/45R18,63,מקורית + שליטה מההגה,אין,אין,אין,--,יש,AUX,--,--,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,אין,יש,אחוריים,אחורית,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4
95,13500,143,ב מ וו,X1 SDRIVE 20I,BUSINESS,2014,222,6,1997,2060,,1.0,4X2,1,4,1,1,0,פנאי-שטח,P,1,בנזין,5,184,5,1,750,750,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,X1,1137,ב.מ.וו,X1,2014,5,5,--,7,--,--,אחודה,2009,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1997,184,5000,27.5,1250,7.7,205,11.3,18.8,14.7,--,--,--,--,--,10,10,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,445.4,179.8,154.5,276.0,420,1350,1585,0,0,225/45R18,63,מקורית + שליטה מההגה,אין,אין,אין,--,יש,AUX,--,--,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,אין,יש,אחוריים,אחורית,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4
96,13245,143,ב מ וו,730I,LUXURY,2012,67,7,2996,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,258,5,1,1915,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,462,ב.מ.וו,סדרה_7,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.5,250,7.9,15.6,11.4,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,1865,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
97,13245,143,ב מ וו,730I,LUXURY,2012,67,7,2996,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,258,5,1,1915,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,472,ב.מ.וו,סדרה_7,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.4,250,8,15.8,11.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,500,--,1840,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
98,13246,143,ב מ וו,730I,LUXURY,2013,67,7,2996,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,258,5,1,1915,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,486,ב.מ.וו,סדרה_7,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.4,250,8,15.8,11.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,500,--,1840,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
99,13246,143,ב מ וו,730I,LUXURY,2013,67,7,2996,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,258,5,1,1915,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,496,ב.מ.וו,סדרה_7,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.5,250,7.9,15.6,11.4,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,1865,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
100,13247,143,ב מ וו,730I,LUXURY,2014,67,7,2996,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,258,5,1,1915,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,497,ב.מ.וו,סדרה_7,2014,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.5,250,7.9,15.6,11.4,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,1865,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
101,13247,143,ב מ וו,730I,LUXURY,2014,67,7,2996,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,258,5,1,1915,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,502,ב.מ.וו,סדרה_7,2014,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.4,250,8,15.8,11.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,500,--,1840,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
102,13249,143,ב מ וו,740I,LUXURY,2012,68,7,2979,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,320,5,1,1975,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,498,ב.מ.וו,סדרה_7,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,--,--,1900,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
103,13249,143,ב מ וו,740I,LUXURY,2012,68,7,2979,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,320,5,1,1975,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,501,ב.מ.וו,סדרה_7,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,--,--,1920,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
104,13250,143,ב מ וו,740I,LUXURY,2013,68,7,2979,2505,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,320,5,1,1975,750,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,סדרה_7,485,ב.מ.וו,סדרה_7,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,13,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,--,--,1900,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
