,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
10,סובארו,אימפרזה_B3_STi,,2011,5,5,--,7,--,--,--,2008,כפולה (4X4),ידנית,6,טורבו בנזין,4,2457,300,6000,41.4,4000,5.2,250,--,--,9.7,--,--,--,--,--,15,15,ABS + EBD + BAS,6,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,441.5,179.5,147.5,262.5,301,1216,1505,--,--,245/40R18,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,יש,יש,בד,אין,אין,--,קסנון,יש,אין,אין,אין,אין,אין,אין,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
11,סובארו,אימפרזה_B3_STi,,2009,5,5,--,7,--,--,--,2008,כפולה (4X4),ידנית,6,טורבו בנזין,4,2457,300,6000,41.4,4000,5.2,250,--,--,9.7,--,--,--,--,--,15,15,ABS + EBD + BAS,6,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,441.5,179.5,147.5,262.5,301,1216,1505,--,--,245/40R18,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,יש,יש,בד,אין,אין,--,קסנון,יש,אין,אין,אין,אין,אין,אין,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
12,סובארו,אימפרזה_B3_STi,,2008,5,5,--,7,--,--,--,2008,כפולה (4X4),ידנית,6,טורבו בנזין,4,2457,300,6000,41.4,4000,5.2,250,--,--,9.7,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,441.5,179.5,147.5,262.5,301,1216,1505,--,--,245/40R18,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,יש,יש,בד,אין,אין,--,קסנון,יש,אין,אין,אין,אין,אין,אין,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
13,סובארו,אימפרזה_B3_STi,,2010,5,5,--,7,--,--,--,2008,כפולה (4X4),ידנית,6,טורבו בנזין,4,2457,300,6000,41.4,4000,5.2,250,--,--,9.7,--,--,--,--,--,15,15,ABS + EBD + BAS,6,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,441.5,179.5,147.5,262.5,301,1216,1505,--,--,245/40R18,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,אין,יש,יש,בד,אין,אין,--,קסנון,יש,אין,אין,אין,אין,אין,אין,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
14,סובארו,אימפרזה,,2018,5,5,--,3,--,--,--,2016,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.2,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",446.0,177.5,148.0,267.0,310,--,1359,650,1200,205/50R17,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,יש,אין,יש,יש,אין,אין,רגילים,אין,--,--
15,סובארו,אימפרזה,,2017,5,5,--,3,--,--,--,2016,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.2,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,446.0,177.5,148.0,267.0,310,--,1359,650,1200,205/50R17,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,יש,אין,יש,יש,אין,אין,רגילים,אין,--,--
16,סובארו,אימפרזה,Premium,2019,5,5,--,3,--,--,--,2016,קדמית,אוטומטית - רציפה,--,בנזין,4,1600,114,6200,15.3,3600,12.4,185,12.9,18.8,16.1,--,--,--,--,--,14,14,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460,--,1313,650,1200,205/55R16,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,אין,יש,יש,אין,אין,רגילים,אין,--,--
17,סובארו,אימפרזה,,2020,5,5,--,3,3348,--,--,2016,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.2,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",446.0,177.5,148.0,267.0,310,--,1359,650,1200,205/50R17,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,יש,אין,יש,יש,אין,אין,רגילים,אין,--,--
18,סובארו,אימפרזה,,2019,5,5,--,3,--,--,--,2016,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.2,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",446.0,177.5,148.0,267.0,310,--,1359,650,1200,205/50R17,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,יש,אין,יש,יש,אין,אין,רגילים,אין,--,--
19,סובארו,אימפרזה,Premium,2021,5,5,--,3,--,--,--,2016,קדמית,אוטומטית - רציפה,--,בנזין,4,1600,114,6200,15.3,3600,12.4,185,--,--,13.1,--,--,--,--,--,14,14,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460,--,1313,650,1200,205/55R16,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,אין,יש,יש,אין,אין,רגילים,אין,--,--
20,סובארו,אימפרזה,,2017,4,5,--,3,--,--,--,2016,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1995,156,6000,20.0,4000,9.8,208,11.9,17.8,15.1,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,462.5,177.5,145.5,267.0,460,--,1309,650,1200,205/50R17,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,יש,אין,יש,יש,אין,אין,רגילים,אין,--,--
21,סובארו,אימפרזה,Premium,2020,5,5,--,3,3348,--,--,2016,קדמית,אוטומטית - רציפה,--,בנזין,4,1600,114,6200,15.3,3600,12.4,185,12.9,18.8,16.1,--,--,--,--,--,14,14,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460,--,1313,650,1200,205/55R16,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,אין,יש,יש,אין,אין,רגילים,אין,--,--
22,סובארו,אימפרזה,Premium,2017,5,5,--,3,--,--,--,2016,קדמית,אוטומטית - רציפה,--,בנזין,4,1600,114,6200,15.3,3600,12.4,185,12.9,18.8,16.1,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,462.5,177.5,145.5,267.0,460,--,1313,650,1200,205/55R16,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,אין,יש,יש,אין,אין,רגילים,אין,--,--
23,סובארו,אימפרזה,Premium,2018,5,5,--,3,--,--,--,2016,קדמית,אוטומטית - רציפה,--,בנזין,4,1600,114,6200,15.3,3600,12.4,185,12.9,18.8,16.1,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460,--,1313,650,1200,205/55R16,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,אין,יש,יש,אין,אין,רגילים,אין,--,--
24,סובארו,אימפרזה,,2018,4,5,--,3,--,--,--,2016,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1995,156,6000,20.0,4000,9.8,208,11.9,17.8,15.1,--,--,--,--,--,13,13,ABS + EBD + BAS,7,יש,אין,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460,--,1309,650,1200,205/50R17,50,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Android Auto + Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,יש,אין,יש,יש,אין,אין,רגילים,אין,--,--
25,סובארו,XV,Classic,2022,5,5,"136,900",3,3396,חמש שנים,--,2017,כפולה (4X4),אוטומטית - רציפה,--,בנזין,4,1600,114,6200,15.3,3600,13.9,175,--,--,12.5,--,--,--,--,--,14,14,ABS + EBD + BAS,7,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",446.5,180.0,161.5,266.5,310,765,1425,650,1400,225/60R17,63,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,Apple CarPlay,אין,אין,4,בקרת אקלים מפוצלת,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,יש,יש,אין,אין,יש,רגילים,אין,"מערכת X-Mode לנהיגה בשטח, מערכת Auto-Hold",--
