Unnamed: 0,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ
10,סובארו,אימפרזה_B3_STi,,2011,5,5.0,0,7.0,0,0,0,2008,כפולה (4X4),ידנית,6.0,טורבו בנזין,4,2457,300,6000,41.400001525878906,4000,5.2,250,0,0,9.699999809265137,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.5,179.5,147.5,262.5,301.0,1216.0,1505,0,0,245/40R18,60.0,מקורית + שליטה מההגה,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,קסנון,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4X4,0,1,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
11,סובארו,אימפרזה_B3_STi,,2009,5,5.0,0,7.0,0,0,0,2008,כפולה (4X4),ידנית,6.0,טורבו בנזין,4,2457,300,6000,41.400001525878906,4000,5.2,250,0,0,9.699999809265137,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.5,179.5,147.5,262.5,301.0,1216.0,1505,0,0,245/40R18,60.0,מקורית + שליטה מההגה,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,קסנון,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4X4,0,1,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
12,סובארו,אימפרזה_B3_STi,,2008,5,5.0,0,7.0,0,0,0,2008,כפולה (4X4),ידנית,6.0,טורבו בנזין,4,2457,300,6000,41.400001525878906,4000,5.2,250,0,0,9.699999809265137,0,0,0,0,0,0,אין ציון,ABS + EBD + BAS,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.5,179.5,147.5,262.5,301.0,1216.0,1505,0,0,245/40R18,60.0,מקורית + שליטה מההגה,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,קסנון,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4X4,0,1,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
13,סובארו,אימפרזה_B3_STi,,2010,5,5.0,0,7.0,0,0,0,2008,כפולה (4X4),ידנית,6.0,טורבו בנזין,4,2457,300,6000,41.400001525878906,4000,5.2,250,0,0,9.699999809265137,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.5,179.5,147.5,262.5,301.0,1216.0,1505,0,0,245/40R18,60.0,מקורית + שליטה מההגה,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,קסנון,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4X4,0,1,"חבילת SpecR הכוללת: מושבי ספורט רקארו, חישוקי BBS, מערכת התנעה ללא מפתח - 13,200 ש""ח."
14,סובארו,אימפרזה,,2018,5,5.0,0,3.0,0,0,0,2016,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.199999809265137,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",446.0,177.5,148.0,267.0,310.0,0,1359,650.0,1200.0,205/50R17,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,1,0,1,1,0,0,רגילים,0,0,4X4,1,1,0
15,סובארו,אימפרזה,,2017,5,5.0,0,3.0,0,0,0,2016,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.199999809265137,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.0,177.5,148.0,267.0,310.0,0,1359,650.0,1200.0,205/50R17,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,1,0,1,1,0,0,רגילים,0,0,4X4,1,1,0
16,סובארו,אימפרזה,PREMIUM,2019,5,5.0,0,3.0,0,0,0,2016,קדמית,אוטומטית - רציפה,0,בנזין,4,1600,114,6200,15.300000190734863,3600,12.4,185,12.9,18.8,16.100000381469727,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460.0,0,1313,650.0,1200.0,205/55R16,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,0,0,1,1,0,0,רגילים,0,0,2X4,1,1,0
17,סובארו,אימפרזה,,2020,5,5.0,0,3.0,3348.0,0,0,2016,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.199999809265137,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",446.0,177.5,148.0,267.0,310.0,0,1359,650.0,1200.0,205/50R17,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,1,0,1,1,0,0,רגילים,0,0,4X4,1,1,0
18,סובארו,אימפרזה,,2019,5,5.0,0,3.0,0,0,0,2016,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1995,156,6000,20.0,4000,9.8,205,11.2,16.6,14.199999809265137,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",446.0,177.5,148.0,267.0,310.0,0,1359,650.0,1200.0,205/50R17,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,1,0,1,1,0,0,רגילים,0,0,4X4,1,1,0
19,סובארו,אימפרזה,PREMIUM,2021,5,5.0,0,3.0,0,0,0,2016,קדמית,אוטומטית - רציפה,0,בנזין,4,1600,114,6200,15.300000190734863,3600,12.4,185,0,0,13.100000381469727,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460.0,0,1313,650.0,1200.0,205/55R16,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,0,0,1,1,0,0,רגילים,0,0,2X4,1,1,0
20,סובארו,אימפרזה,,2017,4,5.0,0,3.0,0,0,0,2016,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1995,156,6000,20.0,4000,9.8,208,11.9,17.8,15.100000381469727,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.5,177.5,145.5,267.0,460.0,0,1309,650.0,1200.0,205/50R17,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,1,0,1,1,0,0,רגילים,0,0,4X4,1,1,0
21,סובארו,אימפרזה,PREMIUM,2020,5,5.0,0,3.0,3348.0,0,0,2016,קדמית,אוטומטית - רציפה,0,בנזין,4,1600,114,6200,15.300000190734863,3600,12.4,185,12.9,18.8,16.100000381469727,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460.0,0,1313,650.0,1200.0,205/55R16,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,0,0,1,1,0,0,רגילים,0,0,2X4,1,1,0
22,סובארו,אימפרזה,PREMIUM,2017,5,5.0,0,3.0,0,0,0,2016,קדמית,אוטומטית - רציפה,0,בנזין,4,1600,114,6200,15.300000190734863,3600,12.4,185,12.9,18.8,16.100000381469727,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.5,177.5,145.5,267.0,460.0,0,1313,650.0,1200.0,205/55R16,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,0,0,1,1,0,0,רגילים,0,0,2X4,1,1,0
23,סובארו,אימפרזה,PREMIUM,2018,5,5.0,0,3.0,0,0,0,2016,קדמית,אוטומטית - רציפה,0,בנזין,4,1600,114,6200,15.300000190734863,3600,12.4,185,12.9,18.8,16.100000381469727,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460.0,0,1313,650.0,1200.0,205/55R16,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,0,0,1,1,0,0,רגילים,0,0,2X4,1,1,0
24,סובארו,אימפרזה,,2018,4,5.0,0,3.0,0,0,0,2016,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1995,156,6000,20.0,4000,9.8,208,11.9,17.8,15.100000381469727,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",462.5,177.5,145.5,267.0,460.0,0,1309,650.0,1200.0,205/50R17,50.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,1,0,1,1,0,0,רגילים,0,0,4X4,1,1,0
25,סובארו,XV,CLASSIC,2022,5,5.0,"136,900",3.0,3396.0,חמש שנים,0,2017,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,1600,114,6200,15.300000190734863,3600,13.9,175,0,0,12.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",446.5,180.0,161.5,266.5,310.0,765.0,1425,650.0,1400.0,225/60R17,63.0,מקורית + שליטה מההגה,1,0,1,6.5,0,USB + AUX,Apple CarPlay,0,0,4.0,בקרת אקלים מפוצלת,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,1,0,הגה בלבד,0,0,1,1,0,0,1,רגילים,0,"מערכת X-Mode לנהיגה בשטח, מערכת Auto-Hold",4X4,1,1,0
