index,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ
10,מיצובישי,ASX,INSTYLE,2019.0,5,5.0,0,3,0,0,0.0,2010,קדמית,אוטומטית - רציפה,0,בנזין,4,1998,150,6000,20.100000381469727,4200,0,190.0,10.3,12.8,11.300000190734863,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,1,0,התרעה בלבד,0,0,0,0,1,0,0,0,0,436.5,181.0,164.5,267.0,393.0,1193.0,1425,740.0,1300.0,225/55R18,63,מקורית + שליטה מההגה,1,0,1,7.0,1,USB,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,כניסה + הנעה,0,מראות פנים,1,0,0,0,0,0,0,0,רגילים,0,מסילות גג,2X4,1,1,0
11,מיצובישי,ASX,PREMIUM,2019.0,5,5.0,0,3,0,0,0.0,2010,קדמית,אוטומטית - רציפה,0,בנזין,4,1998,150,6000,20.100000381469727,4200,0,190.0,10.3,12.8,11.300000190734863,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,1,0,התרעה בלבד,0,0,0,0,1,0,0,0,0,436.5,181.0,164.5,267.0,393.0,1193.0,1425,740.0,1300.0,225/55R18,63,מקורית + שליטה מההגה,1,0,1,7.0,1,USB,0,0,0,4,בקרת אקלים,גג שמש פנוראמי,1,1,בד משולב עור,0,מלפנים,0,רגילים,1,1,1,0,אחורית,0,1,0,0,כניסה + הנעה,0,מראות פנים,1,0,0,0,0,0,0,0,רגילים,0,מסילות גג,2X4,1,1,0
12,מיצובישי,ASX,INTENSE,2018.0,5,5.0,0,3,0,0,0.0,2010,קדמית,אוטומטית - רציפה,0,בנזין,4,1998,150,6000,20.100000381469727,4200,0,190.0,10.3,12.8,11.300000190734863,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,1,0,התרעה בלבד,0,0,0,0,1,0,0,0,0,436.5,181.0,164.5,267.0,393.0,1193.0,1425,740.0,1300.0,225/55R18,63,מקורית + שליטה מההגה,1,0,1,7.0,1,USB,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,0,0,מראות פנים,1,0,0,0,0,0,0,0,רגילים,0,מסילות גג,2X4,1,1,0
13,מיצובישי,ASX,INTENSE,2020.0,5,5.0,0,3,3371.0,0,0.0,2010,קדמית,אוטומטית - רציפה,0,בנזין,4,1998,150,6000,19.899999618530273,4200,11.7,190.0,12.5,16.3,14.699999809265137,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,1,0,התרעה בלבד,0,0,0,0,1,0,0,0,0,436.5,181.0,164.0,267.0,393.0,1193.0,1425,740.0,1300.0,225/55R18,63,מקורית + שליטה מההגה,1,0,1,8.0,1,USB,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,LED,1,1,1,0,אחורית,0,1,0,0,0,0,מראות פנים,1,0,1,0,0,0,0,0,רגילים,0,מסילות גג,2X4,1,1,0
14,מיצובישי,אאוטלנדר,PREMIUM,2022.0,5,7.0,"210,900",5,5231.0,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.5,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.8000030517578,270.6000061035156,148.0,781.0,1670,0.0,539.0,255/45R20,55,מקורית + שליטה מההגה,1,0,1,9.0,0,USB,Android Auto + Apple CarPlay,1,0,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,מלפנים,0,LED,1,0,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,מראות פנים,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,0,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, ריפוד עור סינטטי",2X4,1,1,0
15,מיצובישי,אאוטלנדר,EXECUTIVE,2022.0,5,7.0,"196,900",5,4884.0,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.5,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.5,270.6000061035156,148.0,781.0,1650,0.0,539.0,235/60R18,55,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,0,0,0,LED,1,0,1,אחוריים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,0,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות",2X4,1,1,0
16,מיצובישי,אאוטלנדר,LUXURY,2022.0,5,7.0,"245,900",6,6099.0,שלוש שנים,אחודה,2021,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.100000381469727,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.8000030517578,270.6000061035156,148.0,781.0,1745,0.0,539.0,255/45R20,55,מקורית + שליטה מההגה,1,0,1,9.0,0,USB,Android Auto + Apple CarPlay,1,0,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים ומאחור,0,LED,1,0,1,אחוריים,היקפיות + מבט על,0,1,1,1,כניסה + הנעה,1,מראות פנים,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למראות הצד, בורר מצבי נהיגה מורחב, מערכת שטיפת פנסים, צביעה דו-גונית, מושבי עור מהודרים",4X4,1,1,0
17,מיצובישי,אאוטלנדר,LUXURY,2022.0,5,7.0,"235,899",6,5851.0,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.5,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.8000030517578,270.6000061035156,148.0,781.0,1690,0.0,539.0,255/45R20,55,מקורית + שליטה מההגה,1,0,1,9.0,0,USB,Android Auto + Apple CarPlay,1,0,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים ומאחור,0,LED,1,0,1,אחוריים,היקפיות + מבט על,0,1,1,1,כניסה + הנעה,1,מראות פנים,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למראות הצד, צביעה דו-גונית, מושבי עור מהודרים",2X4,1,1,0
18,מיצובישי,אאוטלנדר,LUXURY,2022.0,5,7.0,"225,900",6,5603.0,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.5,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.8000030517578,270.6000061035156,148.0,781.0,1690,0.0,539.0,255/45R20,55,מקורית + שליטה מההגה,1,0,1,9.0,0,USB,Android Auto + Apple CarPlay,1,0,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,מלפנים,0,LED,1,0,1,אחוריים,היקפיות + מבט על,0,1,1,1,כניסה + הנעה,1,מראות פנים,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למושב הנהג ולמראות הצד",2X4,1,1,0
19,מיצובישי,אאוטלנדר,INSTYLE,2022.0,5,7.0,"197,900",5,4908.0,שלוש שנים,אחודה,2021,קדמית,אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.5,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.8000030517578,270.6000061035156,148.0,781.0,1670,0.0,539.0,255/45R20,55,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,1,0,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,בד,0,מלפנים,0,LED,1,0,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,0,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,0,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון",2X4,1,1,0
20,מיצובישי,אאוטלנדר,LUXURY,2022.0,5,7.0,"235,900",6,5851.0,שלוש שנים,אחודה,2021,כפולה (4X4),אוטומטית - רציפה,0,בנזין,4,2488,181,6000,24.899999618530273,3600,0,0,0,0,11.100000381469727,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,11,1,1,1,1,1,1,1,0,1,התרעה בלבד,התרעה בלבד,1,1,1,1,0,0,0,מערכת עזר לייצוב נגרר,471.0,186.1999969482422,174.8000030517578,270.6000061035156,148.0,781.0,1745,0.0,539.0,255/45R20,55,מקורית + שליטה מההגה,1,0,1,9.0,0,USB,Android Auto + Apple CarPlay,1,0,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,מלפנים,0,LED,1,0,1,אחוריים,היקפיות + מבט על,0,1,1,1,כניסה + הנעה,1,מראות פנים,1,0,1,1,0,יש + Auto Hold,0,1,רגילים,יש - ללא מגע,"חלונות אחוריים כהים, 2 שקעי USB ו-2 מאחור, מראות צד מחוממות, מגן גחון ומגלש אחורי בצבע כסוף, מסילות גגון, קישורית Apple CarPlay אלחוטית, סף צידי ופינות הרכב בצבע הרכב, גימור אלומיניום בקונסולה המרכזית, בקרת אקלים עם 3 איזורים, מערכת שמע מבית Bose עם 10 רמקולים, זיכרון למושב הנהג ולמראות הצד, בורר מצבי נהיגה מורחב, מערכת שטיפת פנסים",4X4,1,1,0
21,מיצובישי,אאוטלנדר,INSTYLE,2011.0,5,5.0,0,5,0,0,אחודה,2007,קדמית,אוטומטית - רציפה,6.0,בנזין,4,1998,147,6000,20.299999237060547,4200,12.2,185.0,10.0,15.6,13.0,0,0,0,0,0,9.0,9.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.5,180.0,172.0,267.0,0,0,1500,750.0,750.0,215/70R16,63,מקורית + שליטה מההגה,0,0,0,0,0,AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,רגילים,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,רגילים,0,"מסילות גג, חלונות אחוריים כהים",2X4,1,1,0
22,מיצובישי,אאוטלנדר,INSTYLE,2012.0,5,5.0,0,5,0,0,אחודה,2007,קדמית,אוטומטית - רציפה,6.0,בנזין,4,1998,147,6000,20.299999237060547,4200,12.2,185.0,0,0,13.0,0,0,0,0,0,9.0,9.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.5,180.0,172.0,267.0,0,0,1500,750.0,750.0,215/70R16,63,מקורית + שליטה מההגה,0,0,0,0,0,AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,רגילים,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,רגילים,0,"מסילות גג, חלונות אחוריים כהים",2X4,1,1,0
23,מיצובישי,אאוטלנדר,SPORT,2012.0,5,7.0,0,6,0,0,אחודה,2007,כפולה (4X4),אוטומטית - רציפה,6.0,בנזין,4,2360,170,6000,23.700000762939453,4100,10.8,190.0,0,0,11.399999618530273,0,0,0,0,0,13.0,13.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.0,180.0,172.0,267.0,0,0,1625,750.0,1600.0,225/55R18,60,מקורית + שליטה מההגה,1,1,0,0,0,AUX,0,0,0,4,בקרת אקלים,1,1,1,עור,יש - לנהג בלבד,מלפנים,0,רגילים,1,1,1,0,0,0,1,0,0,כניסה + הנעה,1,0,1,0,1,0,0,0,0,0,רגילים,0,"מסילות גג, חלונות אחוריים כהים",4X4,1,1,0
24,מיצובישי,אאוטלנדר,COMFORT,2011.0,5,5.0,0,5,0,0,אחודה,2007,כפולה (4X4),אוטומטית - רציפה,6.0,בנזין,4,2360,170,6000,23.700000762939453,4100,10.8,190.0,8.5,14.1,11.399999618530273,0,0,0,0,0,13.0,13.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.0,180.0,172.0,267.0,0,0,1570,750.0,1600.0,215/70R16,60,מקורית + שליטה מההגה,0,0,0,0,0,AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,רגילים,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,רגילים,0,"מסילות גג, חלונות אחוריים כהים",4X4,1,1,0
25,מיצובישי,אאוטלנדר,INVITE,2010.0,5,5.0,0,5,0,0,אחודה,2007,קדמית,אוטומטית - רציפה,6.0,בנזין,4,1998,147,6000,20.299999237060547,4200,12.2,185.0,10.0,15.6,13.0,0,0,0,0,0,9.0,9.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.5,180.0,168.0,267.0,0,0,1500,750.0,750.0,215/70R16,63,מקורית + שליטה מההגה,0,0,0,0,0,AUX,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,רגילים,0,חלונות אחוריים כהים,2X4,1,1,0
