index,tozeret_cd,tozar,kinuy_mishari,ramat_gimur,shnat_yitzur,degem_cd,kvuzat_agra_cd,nefah_manoa,mishkal_kolel,gova,hanaa_cd,hanaa_nm,automatic_ind,mispar_halonot_hashmal,halon_bagg_ind,galgaley_sagsoget_kala_ind,argaz_ind,merkav,sug_degem,delek_cd,delek_nm,mispar_dlatot,koah_sus,mispar_moshavim,bakarat_yatzivut_ind,kosher_grira_im_blamim,kosher_grira_bli_blamim,technologiat_hanaa_cd,technologiat_hanaa_nm,bakarat_stiya_menativ_ind,bakarat_stiya_menativ_makor_hatkana,nitur_merhak_milfanim_ind,nitur_merhak_milfanim_makor_hatkana,zihuy_beshetah_nistar_ind,bakarat_shyut_adaptivit_ind,zihuy_holchey_regel_ind,zihuy_holchey_regel_makor_hatkana,maarechet_ezer_labalam_ind,matzlemat_reverse_ind,hayshaney_lahatz_avir_batzmigim_ind,hayshaney_hagorot_ind,teura_automatit_benesiya_kadima_ind,shlita_automatit_beorot_gvohim_ind,shlita_automatit_beorot_gvohim_makor_hatkana,zihuy_matzav_hitkarvut_mesukenet_ind,zihuy_tamrurey_tnua_ind,zihuy_rechev_do_galgali,zihuy_tamrurey_tnua_makor_hatkana,bakarat_stiya_activ_s,blima_otomatit_nesia_leahor,bakarat_mehirut_isa,n_model
3568,722,ב מ וו,X5 4.4I,,2006,30,7,4398,2700,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,320,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3569,722,ב מ וו,X5 3.0I,,2004,40,7,2979,2595,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,231,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3570,722,ב מ וו,X5 3.0I,,2005,40,7,2979,2595,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,231,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3571,722,ב מ וו,X5 3.0I,,2006,40,7,2979,2595,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,231,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3572,722,ב מ וו,X5 4.8I,,2007,45,7,4799,2785,0.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,355,5,1,2320,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3573,722,ב מ וו,X5 4.8I,,2008,45,7,4799,2785,0.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,355,5,1,2320,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3574,722,ב מ וו,X5 4.8I,,2009,45,7,4799,2785,0.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,355,5,1,2320,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3575,722,ב מ וו,X5 4.8I,,2010,45,7,4799,2785,0.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,355,5,1,2320,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3576,722,ב מ וו,X5 3.OI,,2004,50,7,2979,2635,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,231,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3577,722,ב מ וו,X5 30D,,2004,60,7,2993,2685,175.0,3.0,4X4,1,4,0,0,0,פנאי-שטח,M,2,דיזל,5,218,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3578,722,ב מ וו,X5 3.OD,,2004,100,7,2926,2685,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,184,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3579,722,ב מ וו,X5 4.4I,,2004,200,7,4398,2650,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,286,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3580,722,ב מ וו,X5 4.6I,,2004,300,7,4619,2685,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,347,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X5
3581,722,ב מ וו,X5 M5OD,EXCLUSIVE,2017,1035,7,2993,3080,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,381,7,1,2700,750,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,1,1,0,0,1,יצרן,0,0,0,,0,0,0,X5
6518,910,ב מ וו,X3 3.0D,,2005,10,7,2993,2350,176.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,204,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6519,910,ב מ וו,X3 3.0D,,2006,10,7,2993,2350,176.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,204,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6520,910,ב מ וו,X3 2.5SI,,2007,12,7,2497,2845,167.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,218,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6521,910,ב מ וו,X3 3.01,,2004,13,7,2979,2280,176.0,3.0,4X4,1,4,0,1,0,פנאי-שטח,M,1,בנזין,5,231,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6522,910,ב מ וו,X3 2.5SI,,2007,14,7,2497,2845,167.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,218,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6523,910,ב מ וו,X3 3.0I,,2005,15,7,2979,2280,176.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,231,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6524,910,ב מ וו,X3 3.0I,,2006,15,7,2979,2280,176.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,231,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6525,910,ב מ וו,X3 3.0D,,2007,16,7,2993,2900,167.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,218,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6526,910,ב מ וו,X3 3.0D,,2007,17,7,2993,2900,167.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,218,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6527,910,ב מ וו,X3 3.0D,,2006,18,7,2993,2350,175.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,2,דיזל,5,204,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6528,910,ב מ וו,X3 2.5I,,2005,20,7,2494,2270,176.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,192,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
6529,910,ב מ וו,X3 2.5I,,2006,20,7,2494,2270,176.0,3.0,4X4,1,4,1,1,0,פנאי-שטח,M,1,בנזין,5,192,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,X3
10110,32,ב מ וו,MINI ONE,,2012,1,3,1598,1560,,1.0,4X2,1,2,0,0,0,הצ'בק,P,1,בנזין,3,98,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10111,32,ב מ וו,MINI ONE,,2012,2,3,1598,1560,,1.0,4X2,1,2,1,0,0,הצ'בק,P,1,בנזין,3,98,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10112,32,ב מ וו,MINI ONE,,2012,3,2,1598,1520,,1.0,4X2,0,2,0,0,0,הצ'בק,P,1,בנזין,3,98,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10113,32,ב מ וו,MINI ONE,,2013,3,2,1598,1520,,1.0,4X2,0,2,0,0,0,הצ'בק,P,1,בנזין,3,98,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10114,32,ב מ וו,MINI ONE,,2012,4,3,1598,1520,,1.0,4X2,0,2,1,0,0,הצ'בק,P,1,בנזין,3,98,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10115,32,ב מ וו,MINI ONE,,2014,4,5,1598,1520,,1.0,4X2,0,2,1,0,0,הצ'בק,P,1,בנזין,3,98,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10116,32,ב מ וו,MINI COUPE,PEPPER,2012,5,5,1598,1425,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10117,32,ב מ וו,MINI COUPE,PEPPER,2013,5,5,1598,1425,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10118,32,ב מ וו,MINI COUPE,CHILLI,2012,6,5,1598,1425,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10119,32,ב מ וו,MINI COUPE,CHILLI,2013,6,5,1598,1425,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10120,32,ב מ וו,MINI ROADSTER,PEPPER,2012,7,5,1598,1450,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10121,32,ב מ וו,MINI ROADSTER,PEPPER,2013,7,5,1598,1450,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10122,32,ב מ וו,MINI ROADSTER,PEPPER,2014,7,5,1598,1450,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10123,32,ב מ וו,MINI ROADSTER,CHILLI,2012,8,5,1598,1450,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10124,32,ב מ וו,MINI ROADSTER,CHILLI,2013,8,5,1598,1450,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10125,32,ב מ וו,MINI S ROADSTER,PEPPER,2012,9,6,1598,1495,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10126,32,ב מ וו,MINI S ROADSTER,PEPPER,2013,9,5,1598,1495,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10127,32,ב מ וו,MINI COOPER,,2005,10,6,1598,1565,,1.0,4X2,0,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10128,32,ב מ וו,MINI COOPER,,2006,10,6,1598,1565,,1.0,4X2,0,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10129,32,ב מ וו,MINI COOPER,,2007,10,6,1598,1565,,1.0,4X2,0,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10130,32,ב מ וו,MINI COOPER,,2005,11,6,1598,1565,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10131,32,ב מ וו,MINI COOPER,,2006,11,6,1598,1565,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10132,32,ב מ וו,MINI COOPER,,2007,11,6,1598,1565,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10133,32,ב מ וו,MINI COOPER,,2007,12,5,1598,1565,,1.0,4X2,0,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10134,32,ב מ וו,MINI COOPER,,2007,13,6,1598,1565,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,115,4,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10135,32,ב מ וו,MINI S ROADSTER,CHILLI,2012,14,6,1598,1495,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10136,32,ב מ וו,MINI S ROADSTER,CHILLI,2013,14,6,1598,1495,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10137,32,ב מ וו,MINI S ROADSTER,CHILLI,2014,14,6,1598,1495,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10138,32,ב מ וו,MINI S ROADSTER,CHILLI,2015,14,6,1598,1495,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,רודסטר
10139,32,ב מ וו,MINI COOPER CAB,CHILLI,2012,15,5,1598,1635,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10140,32,ב מ וו,MINI COOPER CAB,CHILLI,2013,15,5,1598,1635,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10141,32,ב מ וו,MINI COOP S CAB,CHILLI,2012,16,6,1598,1685,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10142,32,ב מ וו,MINI COOP S CAB,CHILLI,2013,16,6,1598,1685,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10143,32,ב מ וו,MINI COOP S CAB,CHILLI,2014,16,6,1598,1685,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10144,32,ב מ וו,MINI COOP S CAB,CHILLI,2015,16,6,1598,1685,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10145,32,ב מ וו,MINI COOP S CAB,CHILLI,2016,16,6,1598,1685,,1.0,4X2,1,2,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10146,32,ב מ וו,MINI JCW,CHILLI,2012,17,6,1598,1600,,1.0,4X2,0,2,0,1,0,הצ'בק,P,1,בנזין,3,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10147,32,ב מ וו,MINI JCW,CHILLI,2012,18,6,1598,1600,,1.0,4X2,0,2,1,1,0,הצ'בק,P,1,בנזין,3,184,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר
10148,32,ב מ וו,MINI C S COUPE,PEPPER,2012,19,5,1598,1480,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,3,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10149,32,ב מ וו,MINI C S COUPE,PEPPER,2013,19,5,1598,1480,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,3,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10150,32,ב מ וו,MINI COOPER S,,2004,20,6,1596,1570,,1.0,4X2,0,2,0,1,0,הצ'בק,P,1,בנזין,3,163,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10151,32,ב מ וו,MINI COOPER S,,2006,20,6,1596,1570,,1.0,4X2,0,2,0,1,0,הצ'בק,P,1,בנזין,3,163,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10152,32,ב מ וו,MINI COOPER S,,2006,21,6,1598,1570,,1.0,4X2,1,2,0,1,0,הצ'בק,P,1,בנזין,3,170,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10153,32,ב מ וו,MINI C S COUPE,CHILLI,2012,22,6,1598,1480,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,3,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10154,32,ב מ וו,MINI C S COUPE,CHILLI,2013,22,5,1598,1480,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,3,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10155,32,ב מ וו,MINI C S COUPE,CHILLI,2014,22,6,1598,1480,,1.0,4X2,1,2,0,1,0,קופה,P,1,בנזין,3,184,2,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופה
10156,32,ב מ וו,MINI COOPER,PEPPER,2012,23,4,1598,1565,,1.0,4X2,1,2,0,1,0,הצ'בק,P,1,בנזין,3,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10157,32,ב מ וו,MINI COOPER,PEPPER,2013,23,4,1598,1565,,1.0,4X2,1,2,0,1,0,הצ'בק,P,1,בנזין,3,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10158,32,ב מ וו,MINI COOPER,PEPPER,2012,24,5,1598,1565,,1.0,4X2,1,2,1,1,0,הצ'בק,P,1,בנזין,3,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10159,32,ב מ וו,MINI COOPER,PEPPER,2013,24,5,1598,1565,,1.0,4X2,1,2,1,1,0,הצ'בק,P,1,בנזין,3,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
10160,32,ב מ וו,MINI COOPER,CHILLI,2012,25,5,1598,1565,,1.0,4X2,1,2,0,1,0,הצ'בק,P,1,בנזין,3,122,4,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,0,0,0,,0,0,0,,0,0,0,קופר_קבריולה
