,tozar,kinuy_mishari,shnat_yitzur,tozeret_cd,degem_cd
206,אאודי,A1 SPORTBACK,2021,268,79
207,אאודי,A1 SPORTBACK,2021,268,80
208,אאודי,A1 SPORTBACK,2021,268,83
209,אאודי,A1 SPORTBACK,2021,268,84
210,אאודי,A1 SPORTBACK,2021,268,85
211,אאודי,A1 SPORTBACK,2021,268,88
212,אאודי,A1 SPORTBACK,2021,268,89
213,אאודי,A1 SPORTBACK,2021,268,90
214,אאודי,A1 SPORTBACK,2021,268,91
215,אאודי,A1 SPORTBACK,2021,268,92
216,אאודי,A1 SPORTBACK,2021,268,93
217,אאודי,A1 SPORTBACK,2021,268,94
218,אאודי,A1 SPORTBACK,2021,268,95
219,אאודי,A1 SPORTBACK,2021,268,96
220,אאודי,A1 SPORTBACK,2021,268,97
221,אאודי,A1 SPORTBACK,2021,268,98
222,אאודי,A1 SPORTBACK,2021,268,99
223,אאודי,A1 SPORTBACK,2021,268,100
224,אאודי,A1 SPORTBACK,2021,268,101
225,אאודי,A1 SPORTBACK,2021,268,102
226,אאודי,A1 SPORTBACK,2021,268,103
227,אאודי,A1 SPORTBACK,2021,268,104
228,אאודי,A1 SPORTBACK,2021,268,105
229,אאודי,A1 SPORTBACK,2021,268,106
230,אאודי,A1 SPORTBACK,2021,268,107
231,אאודי,A1 SPORTBACK,2022,268,94
232,אאודי,A1 SPORTBACK,2022,268,95
233,אאודי,A1 SPORTBACK,2022,268,96
234,אאודי,A1 SPORTBACK,2022,268,97
235,אאודי,A1 SPORTBACK,2022,268,98
236,אאודי,A1 SPORTBACK,2022,268,99
237,אאודי,A1 SPORTBACK,2022,268,100
238,אאודי,A1 SPORTBACK,2022,268,101
239,אאודי,A1 SPORTBACK,2022,268,102
240,אאודי,A1 SPORTBACK,2022,268,103
241,אאודי,A1 SPORTBACK,2022,268,105
242,אאודי,A1 SPORTBACK,2022,268,106
243,אאודי,A1 SPORTBACK,2022,268,107
244,אאודי,A1 SPORTBACK,2022,268,108
245,אאודי,A1 SPORTBCK,2019,268,77
246,אאודי,A1 SPORTBCK,2020,268,77
247,אאודי,A1 SPORTBCK,2021,268,77
248,אאודי,A3,2004,19,10
249,אאודי,A3,2004,19,20
250,אאודי,A3,2004,19,401
251,אאודי,A3,2004,19,411
252,אאודי,A3,2004,19,421
253,אאודי,A3,2004,19,431
254,אאודי,A3,2004,19,490
255,אאודי,A3,2004,19,1421
256,אאודי,A3,2004,19,1431
257,אאודי,A3,2005,19,10
258,אאודי,A3,2005,19,20
259,אאודי,A3,2005,19,30
260,אאודי,A3,2005,19,411
261,אאודי,A3,2005,19,421
262,אאודי,A3,2005,19,431
263,אאודי,A3,2005,19,480
264,אאודי,A3,2005,19,490
265,אאודי,A3,2005,19,1381
266,אאודי,A3,2005,19,1421
267,אאודי,A3,2005,19,1431
268,אאודי,A3,2006,19,10
269,אאודי,A3,2006,19,20
270,אאודי,A3,2006,19,30
271,אאודי,A3,2006,19,170
272,אאודי,A3,2006,19,401
273,אאודי,A3,2006,19,411
274,אאודי,A3,2006,19,421
275,אאודי,A3,2006,19,431
276,אאודי,A3,2006,19,480
277,אאודי,A3,2006,19,490
278,אאודי,A3,2006,19,1381
279,אאודי,A3,2006,19,1421
280,אאודי,A3,2006,19,1431
281,אאודי,A3,2006,19,1811
282,אאודי,A3,2007,19,10
283,אאודי,A3,2007,19,12
284,אאודי,A3,2007,19,20
285,אאודי,A3,2007,19,22
286,אאודי,A3,2007,19,30
287,אאודי,A3,2007,19,32
288,אאודי,A3,2007,19,170
289,אאודי,A3,2007,19,172
290,אאודי,A3,2007,19,230
291,אאודי,A3,2007,19,240
292,אאודי,A3,2007,19,401
293,אאודי,A3,2007,19,402
294,אאודי,A3,2007,19,411
295,אאודי,A3,2007,19,412
296,אאודי,A3,2007,19,421
297,אאודי,A3,2007,19,422
298,אאודי,A3,2007,19,431
299,אאודי,A3,2007,19,432
300,אאודי,A3,2007,19,480
301,אאודי,A3,2007,19,490
302,אאודי,A3,2007,19,1381
303,אאודי,A3,2007,19,1382
304,אאודי,A3,2007,19,1421
305,אאודי,A3,2007,19,1422
306,אאודי,A3,2007,19,1431
307,אאודי,A3,2007,19,1432
308,אאודי,A3,2007,19,1811
309,אאודי,A3,2007,19,1812
310,אאודי,A3,2007,19,1961
311,אאודי,A3,2007,19,1971
312,אאודי,A3,2008,19,12
313,אאודי,A3,2008,19,22
314,אאודי,A3,2008,19,32
315,אאודי,A3,2008,19,172
316,אאודי,A3,2008,19,230
317,אאודי,A3,2008,19,240
318,אאודי,A3,2008,19,402
319,אאודי,A3,2008,19,412
320,אאודי,A3,2008,19,1382
321,אאודי,A3,2008,19,1422
322,אאודי,A3,2008,19,1432
323,אאודי,A3,2008,19,1812
324,אאודי,A3,2008,19,1961
325,אאודי,A3,2008,19,1971
326,אאודי,A3,2008,19,2141
327,אאודי,A3,2008,19,2151
328,אאודי,A3,2008,19,2161
329,אאודי,A3,2008,19,2291
330,אאודי,A3,2008,19,2301
331,אאודי,A3,2008,19,2311
332,אאודי,A3,2008,19,2321
333,אאודי,A3,2008,19,2331
334,אאודי,A3,2008,19,2341
335,אאודי,A3,2008,19,2351
336,אאודי,A3,2008,19,2361
337,אאודי,A3,2008,990,41
338,אאודי,A3,2008,990,51
339,אאודי,A3,2009,19,1382
340,אאודי,A3,2009,19,2141
341,אאודי,A3,2009,19,2291
342,אאודי,A3,2009,19,2301
343,אאודי,A3,2009,19,2311
344,אאודי,A3,2009,19,2321
345,אאודי,A3,2009,19,2331
346,אאודי,A3,2009,19,2341
347,אאודי,A3,2009,19,2351
348,אאודי,A3,2009,19,2831
349,אאודי,A3,2009,19,2891
350,אאודי,A3,2009,990,41
351,אאודי,A3,2009,990,51
352,אאודי,A3,2009,990,71
353,אאודי,A3,2010,19,2291
354,אאודי,A3,2011,19,1
355,אאודי,A3,2011,19,2
356,אאודי,A3,2011,19,3
357,אאודי,A3,2011,19,4
358,אאודי,A3,2011,19,2291
359,אאודי,A3,2012,19,1
360,אאודי,A3,2012,19,2
361,אאודי,A3,2012,19,3
362,אאודי,A3,2012,19,4
363,אאודי,A3,2012,19,74
364,אאודי,A3,2012,19,75
365,אאודי,A3,2012,19,76
366,אאודי,A3,2012,19,113
367,אאודי,A3,2012,19,114
368,אאודי,A3,2012,19,115
369,אאודי,A3,2012,19,116
370,אאודי,A3,2012,990,3
371,אאודי,A3,2012,990,4
372,אאודי,A3,2013,19,145
373,אאודי,A3,2013,19,146
374,אאודי,A3,2013,19,152
375,אאודי,A3,2013,19,153
376,אאודי,A3,2013,19,202
377,אאודי,A3,2013,19,205
378,אאודי,A3,2013,19,206
379,אאודי,A3,2013,19,207
380,אאודי,A3,2013,19,208
381,אאודי,A3,2013,19,213
382,אאודי,A3,2013,19,236
383,אאודי,A3,2013,19,239
384,אאודי,A3,2013,19,242
385,אאודי,A3,2013,19,283
386,אאודי,A3,2013,19,285
387,אאודי,A3,2013,990,4
388,אאודי,A3,2013,990,6
389,אאודי,A3,2013,990,15
390,אאודי,A3,2013,990,16
391,אאודי,A3,2013,990,17
392,אאודי,A3,2013,990,18
393,אאודי,A3,2014,19,146
394,אאודי,A3,2014,19,152
395,אאודי,A3,2014,19,153
396,אאודי,A3,2014,19,205
397,אאודי,A3,2014,19,206
398,אאודי,A3,2014,19,236
399,אאודי,A3,2014,19,239
400,אאודי,A3,2014,19,242
401,אאודי,A3,2014,19,285
402,אאודי,A3,2014,19,287
403,אאודי,A3,2014,19,288
404,אאודי,A3,2014,19,289
405,אאודי,A3,2014,19,292
406,אאודי,A3,2014,19,294
407,אאודי,A3,2014,19,295
408,אאודי,A3,2014,19,296
409,אאודי,A3,2014,19,297
410,אאודי,A3,2014,19,298
411,אאודי,A3,2014,19,299
412,אאודי,A3,2014,19,382
413,אאודי,A3,2014,19,396
414,אאודי,A3,2014,19,397
415,אאודי,A3,2014,19,406
416,אאודי,A3,2014,19,410
417,אאודי,A3,2014,19,414
418,אאודי,A3,2014,19,415
419,אאודי,A3,2014,19,416
420,אאודי,A3,2014,19,417
421,אאודי,A3,2014,19,418
422,אאודי,A3,2014,19,446
423,אאודי,A3,2014,19,448
424,אאודי,A3,2014,19,449
425,אאודי,A3,2014,19,450
426,אאודי,A3,2014,19,453
427,אאודי,A3,2014,19,454
428,אאודי,A3,2014,19,457
429,אאודי,A3,2014,19,458
430,אאודי,A3,2014,19,464
431,אאודי,A3,2014,19,472
432,אאודי,A3,2014,990,15
433,אאודי,A3,2014,990,16
434,אאודי,A3,2014,990,17
435,אאודי,A3,2014,990,18
436,אאודי,A3,2014,990,19
437,אאודי,A3,2014,990,23
438,אאודי,A3,2014,990,24
439,אאודי,A3,2014,990,25
440,אאודי,A3,2014,990,27
441,אאודי,A3,2014,990,28
442,אאודי,A3,2014,990,29
443,אאודי,A3,2014,990,35
444,אאודי,A3,2014,990,36
445,אאודי,A3,2014,990,38
446,אאודי,A3,2014,990,39
447,אאודי,A3,2014,990,40
448,אאודי,A3,2014,990,42
449,אאודי,A3,2014,990,43
450,אאודי,A3,2014,990,44
451,אאודי,A3,2014,990,45
452,אאודי,A3,2014,990,46
453,אאודי,A3,2014,990,47
454,אאודי,A3,2014,990,48
455,אאודי,A3,2014,990,49
456,אאודי,A3,2014,990,50
457,אאודי,A3,2014,990,53
458,אאודי,A3,2014,990,54
459,אאודי,A3,2014,990,55
460,אאודי,A3,2014,990,56
461,אאודי,A3,2015,19,289
462,אאודי,A3,2015,19,294
463,אאודי,A3,2015,19,295
464,אאודי,A3,2015,19,296
465,אאודי,A3,2015,19,297
466,אאודי,A3,2015,19,382
467,אאודי,A3,2015,19,414
468,אאודי,A3,2015,19,415
469,אאודי,A3,2015,19,416
470,אאודי,A3,2015,19,417
471,אאודי,A3,2015,19,418
472,אאודי,A3,2015,19,446
473,אאודי,A3,2015,19,448
474,אאודי,A3,2015,19,449
475,אאודי,A3,2015,19,450
476,אאודי,A3,2015,19,453
477,אאודי,A3,2015,19,454
478,אאודי,A3,2015,19,457
479,אאודי,A3,2015,19,458
480,אאודי,A3,2015,19,464
481,אאודי,A3,2015,19,472
482,אאודי,A3,2015,19,529
483,אאודי,A3,2015,19,533
484,אאודי,A3,2015,19,534
485,אאודי,A3,2015,19,537
486,אאודי,A3,2015,19,543
487,אאודי,A3,2015,19,547
488,אאודי,A3,2015,19,548
489,אאודי,A3,2015,19,549
490,אאודי,A3,2015,19,550
491,אאודי,A3,2015,19,552
492,אאודי,A3,2015,19,553
493,אאודי,A3,2015,19,554
494,אאודי,A3,2015,19,555
495,אאודי,A3,2015,19,556
496,אאודי,A3,2015,990,19
497,אאודי,A3,2015,990,23
498,אאודי,A3,2015,990,25
499,אאודי,A3,2015,990,35
500,אאודי,A3,2015,990,38
501,אאודי,A3,2015,990,40
502,אאודי,A3,2015,990,42
503,אאודי,A3,2015,990,43
504,אאודי,A3,2015,990,44
505,אאודי,A3,2015,990,45
506,אאודי,A3,2015,990,47
507,אאודי,A3,2015,990,48
508,אאודי,A3,2015,990,49
509,אאודי,A3,2015,990,50
510,אאודי,A3,2015,990,53
511,אאודי,A3,2015,990,54
512,אאודי,A3,2015,990,55
513,אאודי,A3,2015,990,56
514,אאודי,A3,2015,990,59
515,אאודי,A3,2015,990,62
516,אאודי,A3,2015,990,63
517,אאודי,A3,2015,990,68
518,אאודי,A3,2015,990,69
519,אאודי,A3,2015,990,70
520,אאודי,A3,2015,990,72
521,אאודי,A3,2016,19,414
522,אאודי,A3,2016,19,417
523,אאודי,A3,2016,19,418
524,אאודי,A3,2016,19,448
525,אאודי,A3,2016,19,449
526,אאודי,A3,2016,19,450
527,אאודי,A3,2016,19,453
528,אאודי,A3,2016,19,454
529,אאודי,A3,2016,19,529
530,אאודי,A3,2016,19,533
531,אאודי,A3,2016,19,534
532,אאודי,A3,2016,19,537
533,אאודי,A3,2016,19,543
534,אאודי,A3,2016,19,547
535,אאודי,A3,2016,19,548
536,אאודי,A3,2016,19,549
537,אאודי,A3,2016,19,550
538,אאודי,A3,2016,19,552
539,אאודי,A3,2016,19,553
540,אאודי,A3,2016,19,554
541,אאודי,A3,2016,19,555
542,אאודי,A3,2016,19,580
543,אאודי,A3,2016,19,582
544,אאודי,A3,2016,19,583
545,אאודי,A3,2016,19,584
546,אאודי,A3,2016,19,585
547,אאודי,A3,2016,19,586
548,אאודי,A3,2016,19,587
549,אאודי,A3,2016,19,588
550,אאודי,A3,2016,19,592
551,אאודי,A3,2016,19,625
552,אאודי,A3,2016,19,626
553,אאודי,A3,2016,19,645
554,אאודי,A3,2016,19,646
555,אאודי,A3,2016,19,647
556,אאודי,A3,2016,19,648
557,אאודי,A3,2016,19,649
558,אאודי,A3,2016,19,652
559,אאודי,A3,2016,19,653
560,אאודי,A3,2016,19,654
561,אאודי,A3,2016,19,655
562,אאודי,A3,2016,19,656
563,אאודי,A3,2016,19,657
564,אאודי,A3,2016,19,673
565,אאודי,A3,2016,19,674
566,אאודי,A3,2016,19,675
567,אאודי,A3,2016,19,676
568,אאודי,A3,2016,19,677
569,אאודי,A3,2016,19,678
570,אאודי,A3,2016,19,679
571,אאודי,A3,2016,19,682
572,אאודי,A3,2016,19,683
573,אאודי,A3,2016,19,684
574,אאודי,A3,2016,19,686
575,אאודי,A3,2016,19,687
576,אאודי,A3,2016,990,40
577,אאודי,A3,2016,990,49
578,אאודי,A3,2016,990,50
579,אאודי,A3,2016,990,55
580,אאודי,A3,2016,990,56
581,אאודי,A3,2016,990,62
582,אאודי,A3,2016,990,63
583,אאודי,A3,2016,990,68
584,אאודי,A3,2016,990,69
585,אאודי,A3,2016,990,70
586,אאודי,A3,2016,990,72
587,אאודי,A3,2016,990,75
588,אאודי,A3,2016,990,76
589,אאודי,A3,2016,990,77
590,אאודי,A3,2016,990,78
591,אאודי,A3,2016,990,83
592,אאודי,A3,2016,990,84
593,אאודי,A3,2016,990,85
594,אאודי,A3,2016,990,86
595,אאודי,A3,2016,990,87
596,אאודי,A3,2016,990,88
597,אאודי,A3,2016,990,89
598,אאודי,A3,2016,990,90
599,אאודי,A3,2016,990,92
600,אאודי,A3,2016,990,93
601,אאודי,A3,2016,990,94
602,אאודי,A3,2016,990,95
603,אאודי,A3,2016,990,96
604,אאודי,A3,2016,990,97
605,אאודי,A3,2016,990,98
606,אאודי,A3,2016,990,99
607,אאודי,A3,2016,990,100
608,אאודי,A3,2016,990,102
609,אאודי,A3,2016,990,103
610,אאודי,A3,2016,990,104
611,אאודי,A3,2017,19,414
612,אאודי,A3,2017,19,454
613,אאודי,A3,2017,19,529
614,אאודי,A3,2017,19,534
615,אאודי,A3,2017,19,549
616,אאודי,A3,2017,19,550
617,אאודי,A3,2017,19,552
618,אאודי,A3,2017,19,553
619,אאודי,A3,2017,19,583
620,אאודי,A3,2017,19,584
621,אאודי,A3,2017,19,585
622,אאודי,A3,2017,19,586
623,אאודי,A3,2017,19,626
624,אאודי,A3,2017,19,645
625,אאודי,A3,2017,19,646
626,אאודי,A3,2017,19,647
627,אאודי,A3,2017,19,648
628,אאודי,A3,2017,19,649
629,אאודי,A3,2017,19,652
630,אאודי,A3,2017,19,653
631,אאודי,A3,2017,19,654
632,אאודי,A3,2017,19,655
633,אאודי,A3,2017,19,656
634,אאודי,A3,2017,19,657
635,אאודי,A3,2017,19,673
636,אאודי,A3,2017,19,674
637,אאודי,A3,2017,19,676
638,אאודי,A3,2017,19,677
639,אאודי,A3,2017,19,678
640,אאודי,A3,2017,19,679
641,אאודי,A3,2017,19,682
642,אאודי,A3,2017,19,684
643,אאודי,A3,2017,19,686
644,אאודי,A3,2017,19,687
645,אאודי,A3,2017,19,718
646,אאודי,A3,2017,19,765
647,אאודי,A3,2017,19,766
648,אאודי,A3,2017,19,785
649,אאודי,A3,2017,19,786
650,אאודי,A3,2017,19,798
651,אאודי,A3,2017,19,799
652,אאודי,A3,2017,19,830
653,אאודי,A3,2017,19,834
654,אאודי,A3,2017,990,49
655,אאודי,A3,2017,990,50
656,אאודי,A3,2017,990,62
657,אאודי,A3,2017,990,63
658,אאודי,A3,2017,990,68
659,אאודי,A3,2017,990,69
660,אאודי,A3,2017,990,70
661,אאודי,A3,2017,990,72
662,אאודי,A3,2017,990,75
663,אאודי,A3,2017,990,76
664,אאודי,A3,2017,990,77
665,אאודי,A3,2017,990,78
666,אאודי,A3,2017,990,83
667,אאודי,A3,2017,990,84
668,אאודי,A3,2017,990,85
669,אאודי,A3,2017,990,86
670,אאודי,A3,2017,990,87
671,אאודי,A3,2017,990,88
672,אאודי,A3,2017,990,89
673,אאודי,A3,2017,990,90
674,אאודי,A3,2017,990,92
675,אאודי,A3,2017,990,93
676,אאודי,A3,2017,990,94
677,אאודי,A3,2017,990,95
678,אאודי,A3,2017,990,96
679,אאודי,A3,2017,990,97
680,אאודי,A3,2017,990,98
681,אאודי,A3,2017,990,99
682,אאודי,A3,2017,990,100
683,אאודי,A3,2017,990,103
684,אאודי,A3,2017,990,106
685,אאודי,A3,2017,990,107
686,אאודי,A3,2017,990,115
687,אאודי,A3,2018,19,678
688,אאודי,A3,2018,19,765
689,אאודי,A3,2018,19,798
690,אאודי,A3,2018,19,799
691,אאודי,A3,2018,19,830
692,אאודי,A3,2018,19,834
693,אאודי,A3,2018,19,839
694,אאודי,A3,2020,19,998
695,אאודי,A3,2021,19,998
696,אאודי,A3,2021,19,1011
697,אאודי,A3,2021,19,1017
698,אאודי,A3,2021,19,1042
699,אאודי,A3,2021,19,1054
700,אאודי,A3,2021,19,1055
701,אאודי,A3,2021,19,1058
702,אאודי,A3,2022,19,1017
703,אאודי,A3,2022,19,1143
704,אאודי,A3 40 TFSI E,2021,19,1013
705,אאודי,A3 CABRIOLET,2008,19,2431
706,אאודי,A3 CABRIOLET,2008,19,2441
707,אאודי,A3 CABRIOLET,2010,990,81
708,אאודי,A3 CABRIOLET,2010,990,91
709,אאודי,A3 CABRIOLET,2010,990,101
710,אאודי,A3 CABRIOLET,2011,990,81
711,אאודי,A3 CABRIOLET,2011,990,91
712,אאודי,A3 CABRIOLET,2011,990,101
713,אאודי,A3 CABRIOLET,2017,990,119
714,אאודי,A3 CABRIOLET,2017,990,127
715,אאודי,A3 CABRIOLET,2017,990,133
716,אאודי,A3 CABRIOLET,2018,990,127
717,אאודי,A3 CABRIOLET,2018,990,133
718,אאודי,A3 CABRIOLET,2018,990,144
719,אאודי,A3 CABRIOLET,2018,990,149
720,אאודי,A3 CABRIOLET,2019,990,127
721,אאודי,A3 CABRIOLET,2019,990,153
722,אאודי,A3 CABRIOLET,2019,990,159
723,אאודי,A3 CABRIOLET,2019,990,176
724,אאודי,A3 CABRIOLET,2020,990,159
725,אאודי,A3 CABRIOLET,2020,990,176
726,אאודי,A3 DESIGN,2017,990,123
727,אאודי,A3 DESIGN,2017,990,124
728,אאודי,A3 DESIGN,2017,990,139
729,אאודי,A3 DESIGN,2018,990,124
730,אאודי,A3 DESIGN,2018,990,139
731,אאודי,A3 DESIGN,2019,990,124
732,אאודי,A3 DESIGN,2019,990,139
733,אאודי,A3 SB E-TRON,2017,19,787
734,אאודי,A3 SB E-TRON,2017,19,788
735,אאודי,A3 SB E-TRON,2017,19,789
736,אאודי,A3 SB E-TRON,2018,19,787
737,אאודי,A3 SB E-TRON,2018,19,788
738,אאודי,A3 SB E-TRON,2018,19,789
739,אאודי,A3 SB E-TRON,2018,19,864
740,אאודי,A3 SB E-TRON,2019,19,787
741,אאודי,A3 SB E-TRON,2019,19,788
742,אאודי,A3 SB E-TRON,2019,19,789
743,אאודי,A3 SEDAN,2017,19,829
744,אאודי,A3 SEDAN,2017,990,114
745,אאודי,A3 SEDAN,2017,990,117
746,אאודי,A3 SEDAN,2017,990,120
747,אאודי,A3 SEDAN,2017,990,122
748,אאודי,A3 SEDAN,2017,990,125
749,אאודי,A3 SEDAN,2017,990,134
750,אאודי,A3 SEDAN,2017,990,135
