tozar,kinuy_mishari,shnat_yitzur,tozeret_cd,degem_cd
Audi,A1 SPORTBACK,2019,268,81
Audi,A1 SPORTBACK,2019,268,82
Audi,A1 SPORTBACK,2019,268,83
Audi,A1 SPORTBACK,2019,268,84
Audi,A1 SPORTBACK,2019,268,85
Audi,A1 SPORTBACK,2020,268,67
Audi,A1 SPORTBACK,2020,268,68
Audi,A1 SPORTBACK,2020,268,70
Audi,A1 SPORTBACK,2020,268,71
Audi,A1 SPORTBACK,2020,268,72
Audi,A1 SPORTBACK,2020,268,73
Audi,A1 SPORTBACK,2020,268,78
Audi,A1 SPORTBACK,2020,268,79
Audi,A1 SPORTBACK,2020,268,80
Audi,A1 SPORTBACK,2020,268,81
Audi,A1 SPORTBACK,2020,268,82
Audi,A1 SPORTBACK,2020,268,83
Audi,A1 SPORTBACK,2020,268,84
Audi,A1 SPORTBACK,2020,268,85
Audi,A1 SPORTBACK,2020,268,86
Audi,A1 SPORTBACK,2020,268,87
Audi,A1 SPORTBACK,2020,268,88
Audi,A1 SPORTBACK,2020,268,89
Audi,A1 SPORTBACK,2020,268,90
Audi,A1 SPORTBACK,2020,268,91
Audi,A1 SPORTBACK,2020,268,92
Audi,A1 SPORTBACK,2021,268,79
Audi,A1 SPORTBACK,2021,268,80
Audi,A1 SPORTBACK,2021,268,83
Audi,A1 SPORTBACK,2021,268,84
Audi,A1 SPORTBACK,2021,268,85
Audi,A1 SPORTBACK,2021,268,88
Audi,A1 SPORTBACK,2021,268,89
Audi,A1 SPORTBACK,2021,268,90
Audi,A1 SPORTBACK,2021,268,91
Audi,A1 SPORTBACK,2021,268,92
Audi,A1 SPORTBACK,2021,268,93
Audi,A1 SPORTBACK,2021,268,94
Audi,A1 SPORTBACK,2021,268,95
Audi,A1 SPORTBACK,2021,268,96
Audi,A1 SPORTBACK,2021,268,97
Audi,A1 SPORTBACK,2021,268,98
Audi,A1 SPORTBACK,2021,268,99
Audi,A1 SPORTBACK,2021,268,100
Audi,A1 SPORTBACK,2021,268,101
Audi,A1 SPORTBACK,2021,268,102
Audi,A1 SPORTBACK,2021,268,103
Audi,A1 SPORTBACK,2021,268,104
Audi,A1 SPORTBACK,2021,268,105
Audi,A1 SPORTBACK,2021,268,106
Audi,A1 SPORTBACK,2021,268,107
Audi,A1 SPORTBACK,2022,268,94
Audi,A1 SPORTBACK,2022,268,95
Audi,A1 SPORTBACK,2022,268,96
Audi,A1 SPORTBACK,2022,268,97
Audi,A1 SPORTBACK,2022,268,98
Audi,A1 SPORTBACK,2022,268,99
Audi,A1 SPORTBACK,2022,268,100
Audi,A1 SPORTBACK,2022,268,101
Audi,A1 SPORTBACK,2022,268,102
Audi,A1 SPORTBACK,2022,268,103
Audi,A1 SPORTBACK,2022,268,105
Audi,A1 SPORTBACK,2022,268,106
Audi,A1 SPORTBACK,2022,268,107
Audi,A1 SPORTBACK,2022,268,108
Audi,A1 SPORTBCK,2019,268,77
Audi,A1 SPORTBCK,2020,268,77
Audi,A1 SPORTBCK,2021,268,77
Audi,A3,2004,19,10
Audi,A3,2004,19,20
Audi,A3,2004,19,401
Audi,A3,2004,19,411
Audi,A3,2004,19,421
Audi,A3,2004,19,431
Audi,A3,2004,19,490
Audi,A3,2004,19,1421
Audi,A3,2004,19,1431
Audi,A3,2005,19,10
Audi,A3,2005,19,20
Audi,A3,2005,19,30
Audi,A3,2005,19,411
Audi,A3,2005,19,421
Audi,A3,2005,19,431
Audi,A3,2005,19,480
Audi,A3,2005,19,490
Audi,A3,2005,19,1381
Audi,A3,2005,19,1421
Audi,A3,2005,19,1431
Audi,A3,2006,19,10
Audi,A3,2006,19,20
Audi,A3,2006,19,30
Audi,A3,2006,19,170
Audi,A3,2006,19,401
Audi,A3,2006,19,411
Audi,A3,2006,19,421
Audi,A3,2006,19,431
Audi,A3,2006,19,480
Audi,A3,2006,19,490
Audi,A3,2006,19,1381
Audi,A3,2006,19,1421
Audi,A3,2006,19,1431
Audi,A3,2006,19,1811
Audi,A3,2007,19,10
Audi,A3,2007,19,12
Audi,A3,2007,19,20
Audi,A3,2007,19,22
Audi,A3,2007,19,30
Audi,A3,2007,19,32
Audi,A3,2007,19,170
Audi,A3,2007,19,172
Audi,A3,2007,19,230
Audi,A3,2007,19,240
Audi,A3,2007,19,401
Audi,A3,2007,19,402
Audi,A3,2007,19,411
Audi,A3,2007,19,412
Audi,A3,2007,19,421
Audi,A3,2007,19,422
Audi,A3,2007,19,431
Audi,A3,2007,19,432
Audi,A3,2007,19,480
Audi,A3,2007,19,490
Audi,A3,2007,19,1381
Audi,A3,2007,19,1382
Audi,A3,2007,19,1421
Audi,A3,2007,19,1422
Audi,A3,2007,19,1431
Audi,A3,2007,19,1432
Audi,A3,2007,19,1811
Audi,A3,2007,19,1812
Audi,A3,2007,19,1961
Audi,A3,2007,19,1971
Audi,A3,2008,19,12
Audi,A3,2008,19,22
Audi,A3,2008,19,32
Audi,A3,2008,19,172
Audi,A3,2008,19,230
Audi,A3,2008,19,240
Audi,A3,2008,19,402
Audi,A3,2008,19,412
Audi,A3,2008,19,1382
Audi,A3,2008,19,1422
Audi,A3,2008,19,1432
Audi,A3,2008,19,1812
Audi,A3,2008,19,1961
Audi,A3,2008,19,1971
Audi,A3,2008,19,2141
Audi,A3,2008,19,2151
Audi,A3,2008,19,2161
Audi,A3,2008,19,2291
Audi,A3,2008,19,2301
Audi,A3,2008,19,2311
Audi,A3,2008,19,2321
Audi,A3,2008,19,2331
Audi,A3,2008,19,2341
Audi,A3,2008,19,2351
Audi,A3,2008,19,2361
Audi,A3,2008,990,41
Audi,A3,2008,990,51
Audi,A3,2009,19,1382
Audi,A3,2009,19,2141
Audi,A3,2009,19,2291
Audi,A3,2009,19,2301
Audi,A3,2009,19,2311
Audi,A3,2009,19,2321
Audi,A3,2009,19,2331
Audi,A3,2009,19,2341
Audi,A3,2009,19,2351
Audi,A3,2009,19,2831
Audi,A3,2009,19,2891
Audi,A3,2009,990,41
Audi,A3,2009,990,51
Audi,A3,2009,990,71
Audi,A3,2010,19,2291
Audi,A3,2011,19,1
Audi,A3,2011,19,2
Audi,A3,2011,19,3
Audi,A3,2011,19,4
Audi,A3,2011,19,2291
Audi,A3,2012,19,1
Audi,A3,2012,19,2
Audi,A3,2012,19,3
Audi,A3,2012,19,4
Audi,A3,2012,19,74
Audi,A3,2012,19,75
Audi,A3,2012,19,76
Audi,A3,2012,19,113
Audi,A3,2012,19,114
Audi,A3,2012,19,115
Audi,A3,2012,19,116
Audi,A3,2012,990,3
Audi,A3,2012,990,4
Audi,A3,2013,19,145
Audi,A3,2013,19,146
Audi,A3,2013,19,152
Audi,A3,2013,19,153
Audi,A3,2013,19,202
Audi,A3,2013,19,205
Audi,A3,2013,19,206
Audi,A3,2013,19,207
Audi,A3,2013,19,208
Audi,A3,2013,19,213
Audi,A3,2013,19,236
Audi,A3,2013,19,239
Audi,A3,2013,19,242
Audi,A3,2013,19,283
Audi,A3,2013,19,285
Audi,A3,2013,990,4
Audi,A3,2013,990,6
Audi,A3,2013,990,15
Audi,A3,2013,990,16
Audi,A3,2013,990,17
Audi,A3,2013,990,18
Audi,A3,2014,19,146
Audi,A3,2014,19,152
Audi,A3,2014,19,153
Audi,A3,2014,19,205
Audi,A3,2014,19,206
Audi,A3,2014,19,236
Audi,A3,2014,19,239
Audi,A3,2014,19,242
Audi,A3,2014,19,285
Audi,A3,2014,19,287
Audi,A3,2014,19,288
Audi,A3,2014,19,289
Audi,A3,2014,19,292
Audi,A3,2014,19,294
Audi,A3,2014,19,295
Audi,A3,2014,19,296
Audi,A3,2014,19,297
Audi,A3,2014,19,298
Audi,A3,2014,19,299
Audi,A3,2014,19,382
Audi,A3,2014,19,396
Audi,A3,2014,19,397
Audi,A3,2014,19,406
Audi,A3,2014,19,410
Audi,A3,2014,19,414
Audi,A3,2014,19,415
Audi,A3,2014,19,416
Audi,A3,2014,19,417
Audi,A3,2014,19,418
Audi,A3,2014,19,446
Audi,A3,2014,19,448
Audi,A3,2014,19,449
Audi,A3,2014,19,450
Audi,A3,2014,19,453
Audi,A3,2014,19,454
Audi,A3,2014,19,457
Audi,A3,2014,19,458
Audi,A3,2014,19,464
Audi,A3,2014,19,472
Audi,A3,2014,990,15
Audi,A3,2014,990,16
Audi,A3,2014,990,17
Audi,A3,2014,990,18
Audi,A3,2014,990,19
Audi,A3,2014,990,23
Audi,A3,2014,990,24
Audi,A3,2014,990,25
Audi,A3,2014,990,27
Audi,A3,2014,990,28
Audi,A3,2014,990,29
Audi,A3,2014,990,35
Audi,A3,2014,990,36
Audi,A3,2014,990,38
Audi,A3,2014,990,39
Audi,A3,2014,990,40
Audi,A3,2014,990,42
Audi,A3,2014,990,43
Audi,A3,2014,990,44
Audi,A3,2014,990,45
Audi,A3,2014,990,46
Audi,A3,2014,990,47
Audi,A3,2014,990,48
Audi,A3,2014,990,49
Audi,A3,2014,990,50
Audi,A3,2014,990,53
Audi,A3,2014,990,54
Audi,A3,2014,990,55
Audi,A3,2014,990,56
Audi,A3,2015,19,289
Audi,A3,2015,19,294
Audi,A3,2015,19,295
Audi,A3,2015,19,296
Audi,A3,2015,19,297
Audi,A3,2015,19,382
Audi,A3,2015,19,414
Audi,A3,2015,19,415
Audi,A3,2015,19,416
Audi,A3,2015,19,417
Audi,A3,2015,19,418
Audi,A3,2015,19,446
Audi,A3,2015,19,448
Audi,A3,2015,19,449
Audi,A3,2015,19,450
Audi,A3,2015,19,453
Audi,A3,2015,19,454
Audi,A3,2015,19,457
Audi,A3,2015,19,458
Audi,A3,2015,19,464
Audi,A3,2015,19,472
Audi,A3,2015,19,529
Audi,A3,2015,19,533
Audi,A3,2015,19,534
Audi,A3,2015,19,537
Audi,A3,2015,19,543
Audi,A3,2015,19,547
Audi,A3,2015,19,548
Audi,A3,2015,19,549
Audi,A3,2015,19,550
Audi,A3,2015,19,552
Audi,A3,2015,19,553
Audi,A3,2015,19,554
Audi,A3,2015,19,555
Audi,A3,2015,19,556
Audi,A3,2015,990,19
Audi,A3,2015,990,23
Audi,A3,2015,990,25
Audi,A3,2015,990,35
Audi,A3,2015,990,38
Audi,A3,2015,990,40
Audi,A3,2015,990,42
Audi,A3,2015,990,43
Audi,A3,2015,990,44
Audi,A3,2015,990,45
Audi,A3,2015,990,47
Audi,A3,2015,990,48
Audi,A3,2015,990,49
Audi,A3,2015,990,50
Audi,A3,2015,990,53
Audi,A3,2015,990,54
Audi,A3,2015,990,55
Audi,A3,2015,990,56
Audi,A3,2015,990,59
Audi,A3,2015,990,62
Audi,A3,2015,990,63
Audi,A3,2015,990,68
Audi,A3,2015,990,69
Audi,A3,2015,990,70
Audi,A3,2015,990,72
Audi,A3,2016,19,414
Audi,A3,2016,19,417
Audi,A3,2016,19,418
Audi,A3,2016,19,448
Audi,A3,2016,19,449
Audi,A3,2016,19,450
Audi,A3,2016,19,453
Audi,A3,2016,19,454
Audi,A3,2016,19,529
Audi,A3,2016,19,533
Audi,A3,2016,19,534
Audi,A3,2016,19,537
Audi,A3,2016,19,543
Audi,A3,2016,19,547
Audi,A3,2016,19,548
Audi,A3,2016,19,549
Audi,A3,2016,19,550
Audi,A3,2016,19,552
Audi,A3,2016,19,553
Audi,A3,2016,19,554
Audi,A3,2016,19,555
Audi,A3,2016,19,580
Audi,A3,2016,19,582
Audi,A3,2016,19,583
Audi,A3,2016,19,584
Audi,A3,2016,19,585
Audi,A3,2016,19,586
Audi,A3,2016,19,587
Audi,A3,2016,19,588
Audi,A3,2016,19,592
Audi,A3,2016,19,625
Audi,A3,2016,19,626
Audi,A3,2016,19,645
Audi,A3,2016,19,646
Audi,A3,2016,19,647
Audi,A3,2016,19,648
Audi,A3,2016,19,649
Audi,A3,2016,19,652
Audi,A3,2016,19,653
Audi,A3,2016,19,654
Audi,A3,2016,19,655
Audi,A3,2016,19,656
Audi,A3,2016,19,657
Audi,A3,2016,19,673
Audi,A3,2016,19,674
Audi,A3,2016,19,675
Audi,A3,2016,19,676
Audi,A3,2016,19,677
Audi,A3,2016,19,678
Audi,A3,2016,19,679
Audi,A3,2016,19,682
Audi,A3,2016,19,683
Audi,A3,2016,19,684
Audi,A3,2016,19,686
Audi,A3,2016,19,687
Audi,A3,2016,990,40
Audi,A3,2016,990,49
Audi,A3,2016,990,50
Audi,A3,2016,990,55
Audi,A3,2016,990,56
Audi,A3,2016,990,62
Audi,A3,2016,990,63
Audi,A3,2016,990,68
Audi,A3,2016,990,69
Audi,A3,2016,990,70
Audi,A3,2016,990,72
Audi,A3,2016,990,75
Audi,A3,2016,990,76
Audi,A3,2016,990,77
Audi,A3,2016,990,78
Audi,A3,2016,990,83
Audi,A3,2016,990,84
Audi,A3,2016,990,85
Audi,A3,2016,990,86
Audi,A3,2016,990,87
Audi,A3,2016,990,88
Audi,A3,2016,990,89
Audi,A3,2016,990,90
Audi,A3,2016,990,92
Audi,A3,2016,990,93
Audi,A3,2016,990,94
Audi,A3,2016,990,95
Audi,A3,2016,990,96
Audi,A3,2016,990,97
Audi,A3,2016,990,98
Audi,A3,2016,990,99
Audi,A3,2016,990,100
Audi,A3,2016,990,102
Audi,A3,2016,990,103
Audi,A3,2016,990,104
Audi,A3,2017,19,414
Audi,A3,2017,19,454
Audi,A3,2017,19,529
Audi,A3,2017,19,534
Audi,A3,2017,19,549
Audi,A3,2017,19,550
Audi,A3,2017,19,552
Audi,A3,2017,19,553
Audi,A3,2017,19,583
Audi,A3,2017,19,584
Audi,A3,2017,19,585
Audi,A3,2017,19,586
Audi,A3,2017,19,626
Audi,A3,2017,19,645
Audi,A3,2017,19,646
Audi,A3,2017,19,647
Audi,A3,2017,19,648
Audi,A3,2017,19,649
Audi,A3,2017,19,652
Audi,A3,2017,19,653
Audi,A3,2017,19,654
Audi,A3,2017,19,655
Audi,A3,2017,19,656
Audi,A3,2017,19,657
Audi,A3,2017,19,673
Audi,A3,2017,19,674
Audi,A3,2017,19,676
Audi,A3,2017,19,677
Audi,A3,2017,19,678
Audi,A3,2017,19,679
Audi,A3,2017,19,682
Audi,A3,2017,19,684
Audi,A3,2017,19,686
Audi,A3,2017,19,687
Audi,A3,2017,19,718
Audi,A3,2017,19,765
Audi,A3,2017,19,766
Audi,A3,2017,19,785
Audi,A3,2017,19,786
Audi,A3,2017,19,798
Audi,A3,2017,19,799
Audi,A3,2017,19,830
Audi,A3,2017,19,834
Audi,A3,2017,990,49
Audi,A3,2017,990,50
Audi,A3,2017,990,62
Audi,A3,2017,990,63
Audi,A3,2017,990,68
Audi,A3,2017,990,69
Audi,A3,2017,990,70
Audi,A3,2017,990,72
Audi,A3,2017,990,75
Audi,A3,2017,990,76
Audi,A3,2017,990,77
Audi,A3,2017,990,78
Audi,A3,2017,990,83
Audi,A3,2017,990,84
Audi,A3,2017,990,85
Audi,A3,2017,990,86
Audi,A3,2017,990,87
Audi,A3,2017,990,88
Audi,A3,2017,990,89
Audi,A3,2017,990,90
Audi,A3,2017,990,92
Audi,A3,2017,990,93
Audi,A3,2017,990,94
Audi,A3,2017,990,95
Audi,A3,2017,990,96
Audi,A3,2017,990,97
Audi,A3,2017,990,98
Audi,A3,2017,990,99
Audi,A3,2017,990,100
Audi,A3,2017,990,103
Audi,A3,2017,990,106
Audi,A3,2017,990,107
Audi,A3,2017,990,115
Audi,A3,2018,19,678
Audi,A3,2018,19,765
Audi,A3,2018,19,798
Audi,A3,2018,19,799
Audi,A3,2018,19,830
Audi,A3,2018,19,834
Audi,A3,2018,19,839
Audi,A3,2020,19,998
Audi,A3,2021,19,998
Audi,A3,2021,19,1011
Audi,A3,2021,19,1017
Audi,A3,2021,19,1042
Audi,A3,2021,19,1054
Audi,A3,2021,19,1055
Audi,A3,2021,19,1058
Audi,A3,2022,19,1017
Audi,A3,2022,19,1143
Audi,A3 40 TFSI E,2021,19,1013
Audi,A3 CABRIOLET,2008,19,2431
Audi,A3 CABRIOLET,2008,19,2441
Audi,A3 CABRIOLET,2010,990,81
Audi,A3 CABRIOLET,2010,990,91
Audi,A3 CABRIOLET,2010,990,101
Audi,A3 CABRIOLET,2011,990,81
Audi,A3 CABRIOLET,2011,990,91
Audi,A3 CABRIOLET,2011,990,101
Audi,A3 CABRIOLET,2017,990,119
Audi,A3 CABRIOLET,2017,990,127
Audi,A3 CABRIOLET,2017,990,133
Audi,A3 CABRIOLET,2018,990,127
Audi,A3 CABRIOLET,2018,990,133
Audi,A3 CABRIOLET,2018,990,144
Audi,A3 CABRIOLET,2018,990,149
Audi,A3 CABRIOLET,2019,990,127
Audi,A3 CABRIOLET,2019,990,153
Audi,A3 CABRIOLET,2019,990,159
Audi,A3 CABRIOLET,2019,990,176
Audi,A3 CABRIOLET,2020,990,159
Audi,A3 CABRIOLET,2020,990,176
Audi,A3 DESIGN,2017,990,123
Audi,A3 DESIGN,2017,990,124
Audi,A3 DESIGN,2017,990,139
Audi,A3 DESIGN,2018,990,124
Audi,A3 DESIGN,2018,990,139
Audi,A3 DESIGN,2019,990,124
Audi,A3 DESIGN,2019,990,139
Audi,A3 SB E-TRON,2017,19,787
Audi,A3 SB E-TRON,2017,19,788
Audi,A3 SB E-TRON,2017,19,789
Audi,A3 SB E-TRON,2018,19,787
Audi,A3 SB E-TRON,2018,19,788
Audi,A3 SB E-TRON,2018,19,789
Audi,A3 SB E-TRON,2018,19,864
Audi,A3 SB E-TRON,2019,19,787
Audi,A3 SB E-TRON,2019,19,788
Audi,A3 SB E-TRON,2019,19,789
Audi,A3 SEDAN,2017,19,829
Audi,A3 SEDAN,2017,990,114
Audi,A3 SEDAN,2017,990,117
Audi,A3 SEDAN,2017,990,120
Audi,A3 SEDAN,2017,990,122
Audi,A3 SEDAN,2017,990,125
Audi,A3 SEDAN,2017,990,134
Audi,A3 SEDAN,2017,990,135
Audi,A3 SEDAN,2017,990,137
Audi,A3 SEDAN,2018,990,120
Audi,A3 SEDAN,2018,990,134
Audi,A3 SEDAN,2018,990,135
Audi,A3 SEDAN,2018,990,137
Audi,A3 SEDAN,2018,990,148
Audi,A3 SEDAN,2018,990,150
Audi,A3 SEDAN,2018,990,152
Audi,A3 SEDAN,2019,19,888
Audi,A3 SEDAN,2019,19,889
Audi,A3 SEDAN,2019,19,894
Audi,A3 SEDAN,2019,19,924
Audi,A3 SEDAN,2019,19,925
Audi,A3 SEDAN,2019,19,952
Audi,A3 SEDAN,2019,990,154
Audi,A3 SEDAN,2019,990,155
Audi,A3 SEDAN,2019,990,158
Audi,A3 SEDAN,2020,19,894
Audi,A3 SEDAN,2020,19,952
Audi,A3 SEDAN,2020,19,977
Audi,A3 SEDAN,2020,19,979
Audi,A3 SEDAN,2021,19,979
Audi,A3 SEDAN,2021,19,1063
Audi,A3 SEDAN,2021,19,1067
Audi,A3 SEDAN,2021,19,1069
Audi,A3 SEDAN,2022,19,1063
Audi,A3 SEDAN,2022,19,1069
Audi,A3 SEDAN,2022,19,1108
Audi,A3 SEDAN,2022,19,1114
Audi,A3 SEDAN,2022,19,1119
Audi,A3 SPORT,2017,990,112
Audi,A3 SPORT,2017,990,116
Audi,A3 SPORT SEDAN,2017,990,118
Audi,A3 SPORTBACK,2005,19,40
Audi,A3 SPORTBACK,2005,19,1390
Audi,A3 SPORTBACK,2006,19,40
Audi,A3 SPORTBACK,2006,19,1390
Audi,A3 SPORTBACK,2007,19,40
Audi,A3 SPORTBACK,2007,19,1390
Audi,A3 SPORTBACK,2007,19,2201
Audi,A3 SPORTBACK,2008,19,2271
Audi,A3 SPORTBACK,2008,19,2281
Audi,A3 SPORTBACK,2008,19,2371
Audi,A3 SPORTBACK,2008,19,2381
Audi,A3 SPORTBACK,2008,19,2391
Audi,A3 SPORTBACK,2008,19,2401
Audi,A3 SPORTBACK,2008,19,2411
Audi,A3 SPORTBACK,2008,19,2421
Audi,A3 SPORTBACK,2009,19,2271
Audi,A3 SPORTBACK,2009,19,2281
Audi,A3 SPORTBACK,2009,19,2371
Audi,A3 SPORTBACK,2009,19,2381
Audi,A3 SPORTBACK,2009,19,2391
Audi,A3 SPORTBACK,2009,19,2401
Audi,A3 SPORTBACK,2009,19,2411
Audi,A3 SPORTBACK,2009,19,2421
Audi,A3 SPORTBACK,2012,19,68
Audi,A3 SPORTBACK,2012,19,69
Audi,A3 SPORTBACK,2012,19,73
Audi,A3 SPORTBACK,2013,19,68
Audi,A3 SPORTBACK,2013,19,69
Audi,A3 SPORTBACK,2013,19,73
Audi,A3 SPORTBACK,2016,19,669
Audi,A3 SPORTBACK,2016,19,685
Audi,A3 SPORTBACK,2017,19,669
Audi,A3 SPORTBACK,2017,19,685
Audi,A3 SPORTBACK,2017,19,767
Audi,A3 SPORTBACK,2017,19,768
Audi,A3 SPORTBACK,2017,19,772
Audi,A3 SPORTBACK,2017,19,774
Audi,A3 SPORTBACK,2017,19,775
Audi,A3 SPORTBACK,2017,19,777
Audi,A3 SPORTBACK,2017,19,778
Audi,A3 SPORTBACK,2017,19,782
Audi,A3 SPORTBACK,2017,19,795
Audi,A3 SPORTBACK,2017,19,804
Audi,A3 SPORTBACK,2018,19,685
Audi,A3 SPORTBACK,2018,19,768
Audi,A3 SPORTBACK,2018,19,772
Audi,A3 SPORTBACK,2018,19,775
Audi,A3 SPORTBACK,2018,19,777
Audi,A3 SPORTBACK,2018,19,778
Audi,A3 SPORTBACK,2018,19,782
Audi,A3 SPORTBACK,2018,19,795
Audi,A3 SPORTBACK,2018,19,804
Audi,A3 SPORTBACK,2018,19,842
Audi,A3 SPORTBACK,2018,19,845
Audi,A3 SPORTBACK,2018,19,850
Audi,A3 SPORTBACK,2018,19,870
Audi,A3 SPORTBACK,2018,19,873
Audi,A3 SPORTBACK,2018,19,879
Audi,A3 SPORTBACK,2019,19,775
Audi,A3 SPORTBACK,2019,19,778
Audi,A3 SPORTBACK,2019,19,870
Audi,A3 SPORTBACK,2019,19,873
Audi,A3 SPORTBACK,2019,19,879
Audi,A3 SPORTBACK,2019,19,887
Audi,A3 SPORTBACK,2019,19,906
Audi,A3 SPORTBACK,2019,19,907
Audi,A3 SPORTBACK,2019,19,914
Audi,A3 SPORTBACK,2019,19,919
Audi,A3 SPORTBACK,2019,19,929
Audi,A3 SPORTBACK,2019,19,942
Audi,A3 SPORTBACK,2019,19,949
