,Make,Model,Year,Rating,Adult_Occupant,Child_Occupant,Vulnerable_Road_Users,Safety_Assist ,Video_Url
41,Chevrolet,SPARK,2009,4,81%,78%,43%,43%,https://www.youtube.com/embed/PcAmU3TTbOw
42,Chevrolet,CRUZE,2009,5,96%,84%,34%,71%,https://www.youtube.com/embed/dlVwDdavJWs
43,Toyota,VERSO,2010,5,89%,75%,69%,86%,https://www.youtube.com/embed/xDzg_YbOwts
44,Seat,EXEO,2010,4,77%,81%,50%,57%,https://www.youtube.com/embed/yOEToKDaiqU
45,Nissan,CUBE,2010,4,83%,64%,56%,84%,https://www.youtube.com/embed/I_Zd5zQzLho
46,Mercedes,GLK-CLASS,2010,5,89%,76%,47%,86%,https://www.youtube.com/embed/O6po96DTHMw
47,Mercedes,E_CLASS,2010,5,86%,77%,59%,86%,https://www.youtube.com/embed/Onlic0DxXug
48,Kia,VENGA,2010,5,89%,85%,64%,71%,https://www.youtube.com/embed/90dddxNGB40
49,Citroen,NEMO,2010,3,59%,74%,55%,29%,https://www.youtube.com/embed/87emMrIOyAk
50,Mazda,CX-7,2010,4,76%,79%,43%,71%,https://www.youtube.com/embed/WliL7j0ZI1Q
51,BMW,5 SERIES,2010,5,95%,83%,78%,100%,https://www.youtube.com/embed/lgO8p2cszvY
52,Alfa-Romeo,GIULIETTA,2010,5,97%,85%,63%,86%,https://www.youtube.com/embed/HIPMMbf4SyA
53,Suzuki,SWIFT,2010,5,94%,82%,62%,71%,https://www.youtube.com/embed/6AC7VWkmo64
54,Hyundai,IX35,2010,5,90%,88%,54%,71%,https://www.youtube.com/embed/WMty3nqVnPk
55,Honda,CR-Z,2010,5,93%,80%,71%,86%,https://www.youtube.com/embed/ldWpXdjZSmc
56,Volkswagen,SHARAN,2010,5,96%,80%,46%,71%,https://www.youtube.com/embed/m3IM59tmvyQ
57,Volkswagen,PASSAT,2010,5,91%,77%,54%,71%,https://www.youtube.com/embed/le94KiRSY8A
58,Volkswagen,AMAROK,2010,4,86%,64%,47%,57%,https://www.youtube.com/embed/fUmX4a-E2Qo
59,Seat,ALHAMBRA,2010,5,96%,80%,46%,71%,https://www.youtube.com/embed/m3IM59tmvyQ
60,Opel,MERIVA,2010,5,89%,77%,55%,86%,https://www.youtube.com/embed/FRhPzzfeuG0
61,Nissan,MICRA,2010,4,84%,79%,58%,57%,https://www.youtube.com/embed/c7BGXD9lUV4
62,BMW,COUNTRYMAN,2010,5,84%,83%,63%,71%,https://www.youtube.com/embed/wsg6Ub6HnaA
63,Kia,SPORTAGE,2010,5,93%,86%,49%,86%,https://www.youtube.com/embed/vjqFSuwqICI
64,Jaguar,XF,2010,4,78%,65%,43%,71%,https://www.youtube.com/embed/sNh6g7HlTBs
65,Ford,C-MAX,2010,5,96%,81%,50%,71%,https://www.youtube.com/embed/u13-nDN2FCs
66,Citroen,C4,2010,5,90%,85%,43%,97%,https://www.youtube.com/embed/u47tyYZu3TQ
67,Audi,A1,2010,5,90%,79%,49%,86%,https://www.youtube.com/embed/SOEuP95YxR4
68,Skoda,CITIGO,2011,5,89%,80%,46%,86%,https://www.youtube.com/embed/xYZ2ALnQqO4
69,Seat,MII,2011,5,89%,80%,46%,86%,https://www.youtube.com/embed/xYZ2ALnQqO4
70,Peugeot,ION,2011,4,73%,78%,48%,86%,https://www.youtube.com/embed/nJiAyzVmwAk
71,Nissan,JUKE,2011,5,87%,81%,41%,71%,https://www.youtube.com/embed/Zlzv4ZSeg4w
72,Mitsubishi,I-MIEV,2011,4,73%,78%,48%,86%,https://www.youtube.com/embed/nJiAyzVmwAk
73,Mitsubishi,ASX,2011,5,86%,78%,60%,71%,https://www.youtube.com/embed/1VzKCJDN2ts
74,Hyundai,IX20,2011,5,89%,85%,64%,71%,https://www.youtube.com/embed/90dddxNGB40
75,Dacia,DUSTER,2011,3,74%,78%,28%,29%,https://www.youtube.com/embed/VT9SIhjOeew
76,Citroen,C-ZERO,2011,4,73%,78%,48%,86%,https://www.youtube.com/embed/nJiAyzVmwAk
77,Peugeot,508,2011,5,90%,87%,41%,97%,https://www.youtube.com/embed/adpisB5RsCs
78,Lexus,CT200H,2011,5,94%,84%,55%,86%,https://www.youtube.com/embed/TinmjpskuwU
79,Citroen,DS4,2011,5,90%,80%,43%,97%,https://www.youtube.com/embed/72lX1BeUDFY
80,Volkswagen,JETTA,2011,5,94%,86%,56%,71%,https://www.youtube.com/embed/3lIKxSDDdx0
81,Volkswagen,GOLF.1,2011,5,96%,86%,53%,71%,https://www.youtube.com/embed/BcHKBBGW9kA
82,Opel,AMPERA,2011,5,85%,78%,41%,86%,https://www.youtube.com/embed/gnyXYRkjiV0
83,Kia,PICANTO,2011,4,86%,83%,47%,43%,https://www.youtube.com/embed/J_ePp-xVVws
84,Hyundai,I40,2011,5,92%,86%,43%,86%,https://www.youtube.com/embed/K7fuD3_iBVg
85,Citroen,DS5,2011,5,89%,83%,40%,97%,https://www.youtube.com/embed/w2deVmyVbwE
86,Chevrolet,VOLT,2011,5,85%,78%,41%,86%,https://www.youtube.com/embed/gnyXYRkjiV0
87,Chevrolet,ORLANDO,2011,5,95%,79%,49%,71%,https://www.youtube.com/embed/I7lDrnt2aJk
88,Chevrolet,AVEO,2011,5,95%,87%,54%,93%,https://www.youtube.com/embed/OHyKcSGoVwY
89,BMW,X3,2011,5,88%,83%,53%,71%,https://www.youtube.com/embed/qjErFobSMnw
90,Audi,A6,2011,5,91%,83%,41%,86%,https://www.youtube.com/embed/N1EfH4_43D8
91,Toyota,YARIS,2011,5,89%,81%,60%,86%,https://www.youtube.com/embed/Qx58sQSFzSk
92,Opel,ZAFIRA TOURER,2011,5,94%,83%,53%,86%,https://www.youtube.com/embed/mxRweNL8IiI
93,Opel,ASTRA,2011,5,91%,79%,50%,71%,https://www.youtube.com/embed/RVmvjaogHig
94,Lancia,THEMA,2011,5,83%,77%,59%,71%,https://www.youtube.com/embed/wLudmMCHZ9w
95,Hyundai,VELOSTER,2011,5,96%,89%,49%,71%,https://www.youtube.com/embed/cx68v2_ntJU
96,Fiat,FREEMONT,2011,5,83%,82%,50%,71%,https://www.youtube.com/embed/zcq-qMk_aPc
97,Lancia,VOYAGER,2011,4,79%,67%,47%,71%,https://www.youtube.com/embed/OsnBLbyOh1s
98,Chevrolet,CAPTIVA,2011,5,88%,82%,48%,71%,https://www.youtube.com/embed/Th1wb_I_wJU
99,Audi,Q3,2011,5,94%,85%,52%,86%,https://www.youtube.com/embed/W7vAiAvOrJk
100,Volkswagen,UP!,2011,5,89%,80%,46%,86%,https://www.youtube.com/embed/_YhfqnoDlW4
101,Volkswagen,BEETLE,2011,5,92%,90%,53%,86%,https://www.youtube.com/embed/P3PbgjwWQjA
102,Seat,IBIZA,2011,5,82%,77%,59%,71%,https://www.youtube.com/embed/QM9EM6755H0
103,Renault,FLUENCE ZE,2011,4,72%,83%,37%,84%,https://www.youtube.com/embed/sfx41Fs3Y_A
104,MG,6,2011,4,73%,71%,42%,71%,https://www.youtube.com/embed/tRIZRKU29IE
105,Mercedes,C-CLASS COUPE,2011,5,90%,79%,57%,86%,https://www.youtube.com/embed/nHPF2rGxJ0s
106,Mercedes,B-CLASS,2011,5,97%,81%,56%,86%,https://www.youtube.com/embed/azAOqQ85jno
107,Land-Rover,ROVER EVOQUE,2011,5,86%,75%,41%,86%,https://www.youtube.com/embed/ltyzg7F4Z7Q
108,Kia,RIO,2011,5,92%,84%,46%,86%,https://www.youtube.com/embed/D_WrzoB3oGc
109,Jeep,GRAND-CHEROKEE,2011,4,81%,69%,45%,71%,https://www.youtube.com/embed/EGYoM2-WTFc
110,Jaguar,XF,2011,4,79%,73%,62%,71%,https://www.youtube.com/embed/x9zHfnqd38o
111,Fiat,PANDA,2011,4,82%,63%,49%,43%,https://www.youtube.com/embed/egPPoPj0kDY
112,Chevrolet,MALIBU,2011,5,94%,83%,57%,71%,https://www.youtube.com/embed/w04t51TvmcY
113,Volvo,V60,2012,5,94%,82%,64%,100%,https://www.youtube.com/embed/ZXLEx8u3wDs
114,Nissan,LEAF,2012,5,89%,83%,65%,84%,https://www.youtube.com/embed/2USWcvor9fw
115,Ford,FOCUS,2012,5,92%,82%,72%,71%,https://www.youtube.com/embed/-_nVsoZToWc
116,Mercedes,M-CLASS,2012,5,96%,75%,60%,86%,https://www.youtube.com/embed/R4E9zLgdsuU
117,Ford,RANGER,2012,5,96%,86%,81%,71%,https://www.youtube.com/embed/-Kvtyg6UGss
118,Subaru,XV,2012,5,86%,90%,64%,86%,https://www.youtube.com/embed/dq8fl2b-h0w
119,Jeep,COMPASS,2012,2,61%,76%,23%,43%,https://www.youtube.com/embed/uOSdadWa4_4
120,Honda,CIVIC,2012,5,94%,83%,69%,86%,https://www.youtube.com/embed/HYUOnYsoXSY
121,BMW,X1,2012,5,87%,86%,64%,71%,https://www.youtube.com/embed/ziXW49ZDJEE
122,BMW,1 SERIES,2012,5,91%,83%,63%,86%,https://www.youtube.com/embed/ZxmW-REYNfw
123,Peugeot,208,2012,5,88%,78%,61%,83%,https://www.youtube.com/embed/j8xTzEbAHQE
124,Mazda,CX-5,2012,5,94%,87%,64%,86%,https://www.youtube.com/embed/BeAqCuLeld0
125,Hyundai,I30,2012,5,90%,90%,67%,86%,https://www.youtube.com/embed/CF49_vGQJRw
126,BMW,3 SERIES,2012,5,95%,84%,78%,86%,https://www.youtube.com/embed/uiStViDF8Gc
127,Volvo,V40,2012,5,98%,75%,88%,100%,https://www.youtube.com/embed/PivsJODHeks
128,Renault,CLIO,2012,5,88%,89%,66%,99%,https://www.youtube.com/embed/ugrp6FS4tPU
129,Kia,CEED,2012,5,89%,88%,61%,86%,https://www.youtube.com/embed/_XVMU_Y2NOc
130,Isuzu,D-MAX,2012,4,83%,67%,51%,71%,https://www.youtube.com/embed/7vqZfw0CfqE
131,Ford,B-MAX,2012,5,92%,84%,67%,71%,https://www.youtube.com/embed/YB2iM2BUsSE
132,Audi,A3,2012,5,95%,87%,74%,86%,https://www.youtube.com/embed/LrmYJxrNnqc
133,Volkswagen,GOLF,2012,5,94%,89%,65%,71%,https://www.youtube.com/embed/bc5vPX5WhDg
134,Volvo,V60 PLUG-IN HYBRID,2012,5,93%,83%,65%,100%,https://www.youtube.com/embed/FQJ-v8gUMQ0
135,Subaru,F0RESTER,2012,5,91%,91%,73%,86%,https://www.youtube.com/embed/AiwE0RYly58
136,Skoda,RAPID,2012,5,94%,80%,69%,71%,https://www.youtube.com/embed/0n3lXY2cdkY
137,Seat,TOLEDO,2012,5,94%,80%,69%,71%,https://www.youtube.com/embed/0n3lXY2cdkY
138,Seat,LEON,2012,5,94%,92%,70%,71%,https://www.youtube.com/embed/Oh6Cx-XBRy4
139,Opel,MOKKA,2012,5,96%,90%,67%,100%,https://www.youtube.com/embed/re5IiaZSnRM
140,Mitsubishi,OUTLANDER,2012,5,94%,83%,64%,100%,https://www.youtube.com/embed/AwO7umk7n3o
141,Mercedes,A-CLASS,2012,5,93%,81%,67%,86%,https://www.youtube.com/embed/VMYsmDd04KA
142,Land-Rover,ROVER RANGE ROVER,2012,5,91%,84%,63%,86%,https://www.youtube.com/embed/5XHQNjeIi2w
143,Hyundai,SANTA FE,2012,5,96%,89%,71%,86%,https://www.youtube.com/embed/9fUzOHRFMlA
144,Ford,KUGA,2012,5,94%,86%,70%,100%,https://www.youtube.com/embed/arImbog8rww
145,Ford,FIESTA,2012,5,91%,86%,65%,71%,https://www.youtube.com/embed/tjEuow7I3bo
146,Fiat,500,2012,5,94%,78%,65%,71%,https://www.youtube.com/embed/Jhs4QHBN2Ug
147,Dacia,LODGY,2012,3,72%,77%,44%,29%,https://www.youtube.com/embed/yIEjWifBwo8
148,Toyota,AYGO,2012,3,68%,73%,53%,71%,https://www.youtube.com/embed/eX8kqvUNnJ4
149,Renault,TRAFIC,2012,2,58%,79%,28%,14%,https://www.youtube.com/embed/F3iiuQecZWA
150,Peugeot,EXPERT,2012,3,59%,86%,26%,26%,https://www.youtube.com/embed/BnKUXpq86s4
151,Peugeot,107,2012,3,68%,73%,53%,71%,https://www.youtube.com/embed/eX8kqvUNnJ4
152,Hyundai,H-1,2012,3,55%,75%,34%,43%,https://www.youtube.com/embed/PiexLfwASnU
153,Ford,TRANSIT CUSTOM,2012,5,84%,90%,48%,71%,https://www.youtube.com/embed/16ul9X7UHgY
154,Fiat,SCUDO,2012,3,59%,86%,26%,26%,https://www.youtube.com/embed/BnKUXpq86s4
155,Citroen,JUMPY,2012,3,59%,86%,26%,26%,https://www.youtube.com/embed/BnKUXpq86s4
156,Citroen,C1,2012,3,68%,73%,53%,71%,https://www.youtube.com/embed/eX8kqvUNnJ4
157,Toyota,RAV4,2013,5,89%,82%,66%,66%,https://www.youtube.com/embed/uzGgrO-5wjw
158,Toyota,AURIS,2013,5,92%,84%,68%,66%,https://www.youtube.com/embed/AMTqwJKBAFg
159,Skoda,OCTAVIA,2013,5,93%,86%,66%,66%,https://www.youtube.com/embed/uayRqZIJyOs
160,Renault,ZOE,2013,5,89%,80%,66%,85%,https://www.youtube.com/embed/LpIEiG5a3yM
161,Mercedes,CITAN-KOMBI,2013,4,79%,81%,56%,70%,https://www.youtube.com/embed/ZG8eVt6kOiA
162,Renault,CAPTUR,2013,5,88%,79%,61%,81%,https://www.youtube.com/embed/LRzbOSF49eM
163,Nissan,EVALIA,2013,3,68%,81%,67%,55%,https://www.youtube.com/embed/Xmj7ULLo_IA
164,Dacia,SANDERO,2013,4,80%,79%,57%,55%,https://www.youtube.com/embed/5Asusu4cXcE
165,Chevrolet,TRAX,2013,5,94%,85%,64%,81%,https://www.youtube.com/embed/BA9qw6bo1to
166,Kia,CARENS,2013,5,94%,76%,64%,81%,https://www.youtube.com/embed/cTPWykpKxmQ
167,Honda,CR-V,2013,5,93%,74%,68%,66%,https://www.youtube.com/embed/LwyQp29bB3U
168,Citroen,C4 PICASSO,2013,5,86%,88%,68%,81%,https://www.youtube.com/embed/xc81A3LdcLg
169,Citroen,SPACETOURER,2013,5,86%,88%,68%,81%,https://www.youtube.com/embed/xc81A3LdcLg
170,Toyota,COROLLA,2013,5,94%,82%,67%,66%,https://www.youtube.com/embed/8Ib9LEwK8z0
171,Opel,ADAM,2013,4,87%,72%,65%,81%,https://www.youtube.com/embed/Ds34Xlzxli4
172,Mitsubishi,SPACE STAR,2013,4,90%,72%,73%,55%,https://www.youtube.com/embed/iO1P-DFIfps
173,Mitsubishi,MIRAGE,2013,4,90%,72%,73%,55%,https://www.youtube.com/embed/iO1P-DFIfps
174,Mazda,6,2013,5,92%,77%,66%,81%,https://www.youtube.com/embed/DxdXGNGW0PQ
175,Lexus,IS,2013,5,91%,85%,80%,66%,https://www.youtube.com/embed/2FbskRzNKaU
176,Suzuki,SX4,2013,5,92%,80%,72%,81%,https://www.youtube.com/embed/XCYywh5XV98
177,Peugeot,2008,2013,5,88%,77%,72%,70%,https://www.youtube.com/embed/j8xTzEbAHQE
178,Mercedes,CLA,2013,5,91%,75%,74%,81%,https://www.youtube.com/embed/w7GuPk7u4Uk
179,Jeep,CHEROKEE,2013,5,92%,79%,67%,74%,https://www.youtube.com/embed/VCgfb0dJM14
180,Volkswagen,T5,2013,4,79%,74%,32%,57%,https://www.youtube.com/embed/IndFKiLHD30
181,Peugeot,308,2013,5,92%,79%,64%,81%,https://www.youtube.com/embed/PXVssblYSb4
182,Nissan,NOTE,2013,4,86%,82%,58%,70%,https://www.youtube.com/embed/D3ELCiGr1k4
183,Mitsubishi,OUTLANDER PHEV,2013,5,88%,84%,64%,81%,https://www.youtube.com/embed/XnlvF4SZGvk
184,Mazda,3,2013,5,93%,86%,65%,81%,https://www.youtube.com/embed/Fgtp1JuJlVU
185,Maserati,GHIBLI,2013,5,95%,79%,74%,81%,https://www.youtube.com/embed/zq8Ljz380wM
186,Nissan,Q50?,2013,5,86%,85%,67%,81%,https://www.youtube.com/embed/WqPnJcfAYRs
187,Ford,TOURNEO CONNECT,2013,5,94%,85%,62%,70%,https://www.youtube.com/embed/JapkTv9xW1U
188,Ford,ECOSPORT?,2013,4,93%,77%,58%,55%,https://www.youtube.com/embed/3eUusPP5zJM
189,BMW,I3,2013,4,86%,81%,57%,55%,https://www.youtube.com/embed/2greh-OyBOU
190,Peugeot,NEW PARTNER,2014,3,56%,74%,63%,48%,https://www.youtube.com/embed/94z9XCOPV-0
191,Peugeot,301,2014,3,71%,75%,54%,33%,https://www.youtube.com/embed/4G5Ji5kpJfU
192,Peugeot,108,2014,4,80%,80%,62%,56%,https://www.youtube.com/embed/87boTZGKLT8
193,Citroen,C1,2014,4,80%,80%,62%,56%,https://www.youtube.com/embed/87boTZGKLT8
194,Nissan,QASHQAI,2014,5,88%,83%,69%,79%,https://www.youtube.com/embed/s39wGFwNKhY
195,Mercedes,C-CLASS,2014,5,92%,84%,77%,70%,https://www.youtube.com/embed/bScbT_bo_WU
196,Hyundai,I10,2014,4,79%,80%,71%,56%,https://www.youtube.com/embed/9ydwNWD140k
197,Volkswagen,GOLF SPORTSVAN,2014,5,87%,85%,62%,73%,https://www.youtube.com/embed/Bl8DPIxoo3Y
198,Renault,MEGANE,2014,4,83%,78%,60%,56%,https://www.youtube.com/embed/SotLkx0gz7A
199,MG,3,2014,3,69%,71%,59%,38%,https://www.youtube.com/embed/af4tFF92R-I
200,Ford,TOURNEO-COURIER,2014,4,84%,84%,74%,56%,https://www.youtube.com/embed/5yFeUUGRy4U
201,Citroen,C-ELYSEE,2014,3,71%,75%,54%,33%,https://www.youtube.com/embed/4G5Ji5kpJfU
202,Toyota,AYGO,2014,4,80%,80%,62%,56%,https://www.youtube.com/embed/87boTZGKLT8
203,Renault,TWINGO,2014,4,78%,81%,68%,56%,https://www.youtube.com/embed/kYAhRmziL4g
204,Nissan,E-NV200,2014,3,75%,80%,60%,38%,https://www.youtube.com/embed/huAqXQn_Qp0
205,Mercedes,GLA,2014,5,96%,88%,67%,70%,https://www.youtube.com/embed/7Mxj2aj_X4s
206,Citroen,BERLINGO,2014,3,56%,74%,63%,48%,https://www.youtube.com/embed/94z9XCOPV-0
207,Nissan,X TRAIL,2014,5,86%,83%,75%,75%,https://www.youtube.com/embed/yHETLFdB2nA
208,Mercedes,V-CLASS,2014,5,93%,87%,67%,85%,https://www.youtube.com/embed/pFui3ZQQD88
209,Citroen,C4 CACTUS,2014,4,82%,79%,80%,56%,https://www.youtube.com/embed/Ef6eZqaRJ3o
210,Tesla,MODEL-S,2014,5,82%,77%,66%,71%,https://www.youtube.com/embed/7uhhYKJWEBw
211,Suzuki,CELERIO,2014,3,61%,74%,68%,38%,https://www.youtube.com/embed/k0AwHKJwz9Q
212,Skoda,FABIA,2014,5,81%,81%,69%,69%,https://www.youtube.com/embed/fP7hq-_o5-s
213,Nissan,PULSAR?,2014,5,84%,81%,75%,68%,https://www.youtube.com/embed/pzw73e2OHZg
214,Kia,SOUL,2014,4,84%,82%,59%,56%,https://www.youtube.com/embed/nu22PPjgOH8
215,BMW,2-SERIES-ACTIVE-TOURER,2014,5,84%,85%,60%,70%,https://www.youtube.com/embed/n_h_EXPX_mo
216,Volkswagen,PASSAT,2014,5,85%,87%,66%,76%,https://www.youtube.com/embed/3vuoBJQiHFE
217,Subaru,OUTBACK,2014,5,85%,87%,70%,73%,https://www.youtube.com/embed/2fjBXicoyJQ
218,Smart,FORTWO,2014,4,82%,80%,56%,56%,https://www.youtube.com/embed/iXUBU0eieLc
219,Smart,FORFOUR,2014,4,78%,77%,65%,56%,https://www.youtube.com/embed/dh8KcHhixYM
220,Porsche,MACAN,2014,5,88%,87%,60%,66%,https://www.youtube.com/embed/2CC2TIqtWCE
221,Opel,CORSA,2014,4,79%,77%,71%,56%,https://www.youtube.com/embed/kXeyJklwAY4
222,BMW,COOPER,2014,4,79%,73%,66%,56%,https://www.youtube.com/embed/nYw8Ddz1_nc
223,Lexus,NX,2014,5,82%,82%,69%,71%,https://www.youtube.com/embed/qs8LqCYXpO8
224,Land-Rover,DISCOVERY SPORT,2014,5,93%,83%,69%,82%,https://www.youtube.com/embed/LKuLM1sldMY
225,Kia,SORENTO,2014,5,90%,83%,67%,71%,https://www.youtube.com/embed/bu7D2Vzg3ic
226,Jeep,RENEGADE,2014,5,87%,85%,65%,74%,https://www.youtube.com/embed/mkUYyn2Lde0
227,Ford,MONDEO,2014,5,86%,82%,66%,66%,https://www.youtube.com/embed/q0bP5GoMMwU
228,Dacia,LOGAN,2014,3,57%,75%,55%,38%,https://www.youtube.com/embed/d_p9tFPDyrk
229,Audi,A3,2014,5,82%,78%,66%,68%,https://www.youtube.com/embed/4qRk-yLOotw
230,Renault,TRAFIC,2015,3,52%,91%,53%,57%,https://www.youtube.com/embed/175DwsXW4cc
231,Opel,VIVARO,2015,3,52%,91%,53%,57%,https://www.youtube.com/embed/175DwsXW4cc
232,Audi,TT,2015,4,81%,68%,82%,64%,https://www.youtube.com/embed/_qm3t2NarWg
233,Suzuki,VITARA,2015,5,89%,85%,76%,75%,https://www.youtube.com/embed/WW9BwW5U4n4
234,Renault,ESPACE,2015,5,82%,89%,70%,80%,https://www.youtube.com/embed/5V25aABfHkY
235,Mazda,2,2015,4,86%,78%,84%,64%,https://www.youtube.com/embed/uE0MKOa0VTU
236,Fiat,500X,2015,4,86%,85%,74%,64%,https://www.youtube.com/embed/Wf3ni-qIzxY
237,Skoda,SUPERB,2015,5,86%,86%,71%,76%,https://www.youtube.com/embed/5iM_zsw278Y
238,Hyundai,I20,2015,4,85%,73%,79%,64%,https://www.youtube.com/embed/MBUPwFdKOQ0
239,Fiat,PANDA,2015,3,70%,77%,50%,46%,https://www.youtube.com/embed/ynlKeHgLawg
240,Volkswagen,TOURAN,2015,5,88%,89%,71%,76%,https://www.youtube.com/embed/YVQtsk7j0K4
241,Volvo,XC90,2015,5,97%,87%,72%,94%,https://www.youtube.com/embed/TEyL3N0aIdk
242,Toyota,AVENSIS,2015,5,93%,85%,78%,81%,https://www.youtube.com/embed/tVeNGsxpLMc
243,Renault,KADJAR,2015,5,89%,81%,74%,71%,https://www.youtube.com/embed/xUWP_Wd_xqo
244,Mitsubishi,L200,2015,4,81%,84%,76%,64%,https://www.youtube.com/embed/j-eF4n2oyQ4
245,Mazda,CX-3,2015,4,85%,79%,84%,64%,https://www.youtube.com/embed/mRyR6xghDYw
246,Ford,S-MAX,2015,5,87%,87%,79%,71%,https://www.youtube.com/embed/8_mA9ZdGW1s
247,Ford,GALAXY,2015,5,87%,87%,79%,71%,https://www.youtube.com/embed/8_mA9ZdGW1s
248,Audi,Q7,2015,5,94%,88%,70%,76%,https://www.youtube.com/embed/tmKF0fA_r1s
249,Opel,KARL,2015,4,74%,72%,68%,64%,https://www.youtube.com/embed/GfciJHSYYQo
250,Mazda,MX-5,2015,4,84%,80%,93%,64%,https://www.youtube.com/embed/UIjhKoISJyM
251,Hyundai,TUCSON,2015,5,86%,85%,71%,71%,https://www.youtube.com/embed/jHuckiKSWBU
252,Volkswagen,CADDY,2015,4,84%,78%,58%,68%,https://www.youtube.com/embed/XcBp9xpyL5o
253,Honda,JAZZ,2015,5,93%,85%,73%,71%,https://www.youtube.com/embed/PHptsZglju8
254,Honda,HR-V,2015,5,86%,79%,72%,71%,https://www.youtube.com/embed/BF7p49iasuQ
